Geo_FIPS,Geo_QName,Geo_FILEID,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_LOGRECNO,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATECE,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITSCE,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_UACP,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_VTD,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_TAZ,Geo_UGA,Geo_PUMA5,Geo_PUMA1,Geo_GEOID,Geo_NAME,Geo_BTTR,Geo_BTBG,Geo_PLACESE,SE_A14001_001,SE_A14001_002,SE_A14001_003,SE_A14001_004,SE_A14001_005,SE_A14001_006,SE_A14001_007,SE_A14001_008,SE_A14001_009,SE_A14001_010,SE_A14001_011,SE_A14001_012,SE_A14001_013,SE_A14001_014,SE_A14001_015,SE_A14001_016,SE_A14001_017
"42101032000","Census Tract 320, Philadelphia County, Pennsylvania","ACSSF","pa","140","00","0009117",,,,,"42","101",,,"032000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101032000","Census Tract 320",,,,2595,245,300,0,70,62,58,85,94,218,369,212,501,144,152,39,46
"42101032100","Census Tract 321, Philadelphia County, Pennsylvania","ACSSF","pa","140","00","0009118",,,,,"42","101",,,"032100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101032100","Census Tract 321",,,,1637,157,162,70,24,33,116,94,251,60,130,62,192,51,71,9,155
"42101032300","Census Tract 323, Philadelphia County, Pennsylvania","ACSSF","pa","140","00","0009119",,,,,"42","101",,,"032300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101032300","Census Tract 323",,,,1505,253,67,192,78,115,122,108,37,71,140,83,157,29,19,34,0
"42101032500","Census Tract 325, Philadelphia County, Pennsylvania","ACSSF","pa","140","00","0009120",,,,,"42","101",,,"032500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101032500","Census Tract 325",,,,2416,474,102,73,116,83,25,224,95,246,264,124,213,214,72,28,63
"42101032600","Census Tract 326, Philadelphia County, Pennsylvania","ACSSF","pa","140","00","0009121",,,,,"42","101",,,"032600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101032600","Census Tract 326",,,,2919,91,85,223,223,18,128,94,214,154,139,229,331,579,207,170,34
"42101032900","Census Tract 329, Philadelphia County, Pennsylvania","ACSSF","pa","140","00","0009122",,,,,"42","101",,,"032900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101032900","Census Tract 329",,,,1850,281,68,60,155,117,220,14,165,18,187,164,203,140,58,0,0
"42101033000","Census Tract 330, Philadelphia County, Pennsylvania","ACSSF","pa","140","00","0009123",,,,,"42","101",,,"033000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101033000","Census Tract 330",,,,3148,78,465,338,64,179,167,98,133,88,185,233,330,278,290,110,112
"42101033101","Census Tract 331.01, Philadelphia County, Pennsylvania","ACSSF","pa","140","00","0009124",,,,,"42","101",,,"033101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101033101","Census Tract 331.01",,,,1705,106,71,25,204,48,56,168,24,58,83,157,274,167,95,75,94
"42101033102","Census Tract 331.02, Philadelphia County, Pennsylvania","ACSSF","pa","140","00","0009125",,,,,"42","101",,,"033102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101033102","Census Tract 331.02",,,,1491,137,23,113,134,118,49,85,65,20,65,41,188,292,107,40,14
"42101033200","Census Tract 332, Philadelphia County, Pennsylvania","ACSSF","pa","140","00","0009126",,,,,"42","101",,,"033200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101033200","Census Tract 332",,,,1078,57,68,0,31,32,40,46,11,34,92,135,275,108,48,58,43
"42101033300","Census Tract 333, Philadelphia County, Pennsylvania","ACSSF","pa","140","00","0009127",,,,,"42","101",,,"033300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101033300","Census Tract 333",,,,1625,200,94,49,49,47,44,107,128,105,95,87,187,173,127,22,111
"42101033400","Census Tract 334, Philadelphia County, Pennsylvania","ACSSF","pa","140","00","0009128",,,,,"42","101",,,"033400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101033400","Census Tract 334",,,,2107,153,126,196,148,46,89,61,16,243,194,225,237,94,87,167,25
"42101033500","Census Tract 335, Philadelphia County, Pennsylvania","ACSSF","pa","140","00","0009129",,,,,"42","101",,,"033500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101033500","Census Tract 335",,,,1466,28,117,10,47,57,149,75,80,54,300,116,223,89,50,62,9
"42101033600","Census Tract 336, Philadelphia County, Pennsylvania","ACSSF","pa","140","00","0009130",,,,,"42","101",,,"033600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101033600","Census Tract 336",,,,2524,161,86,192,276,76,86,137,189,264,95,235,183,121,159,78,186
"42101033701","Census Tract 337.01, Philadelphia County, Pennsylvania","ACSSF","pa","140","00","0009131",,,,,"42","101",,,"033701",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101033701","Census Tract 337.01",,,,2504,230,207,105,116,277,23,84,113,130,156,38,388,117,263,216,41
"42101033702","Census Tract 337.02, Philadelphia County, Pennsylvania","ACSSF","pa","140","00","0009132",,,,,"42","101",,,"033702",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101033702","Census Tract 337.02",,,,1741,33,0,77,93,67,64,87,52,62,165,235,256,171,155,215,9
"42101033800","Census Tract 338, Philadelphia County, Pennsylvania","ACSSF","pa","140","00","0009133",,,,,"42","101",,,"033800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101033800","Census Tract 338",,,,2643,258,35,77,34,66,226,170,15,23,217,355,436,299,170,127,135
"42101033900","Census Tract 339, Philadelphia County, Pennsylvania","ACSSF","pa","140","00","0009134",,,,,"42","101",,,"033900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101033900","Census Tract 339",,,,1444,59,182,53,89,16,38,73,53,23,237,132,180,67,110,49,83
"42101034000","Census Tract 340, Philadelphia County, Pennsylvania","ACSSF","pa","140","00","0009135",,,,,"42","101",,,"034000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101034000","Census Tract 340",,,,1202,26,0,69,0,43,46,25,48,98,69,71,151,183,148,65,160
"42101034100","Census Tract 341, Philadelphia County, Pennsylvania","ACSSF","pa","140","00","0009136",,,,,"42","101",,,"034100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101034100","Census Tract 341",,,,2657,131,100,15,29,88,179,68,142,68,255,655,237,345,105,110,130
"42101034200","Census Tract 342, Philadelphia County, Pennsylvania","ACSSF","pa","140","00","0009137",,,,,"42","101",,,"034200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101034200","Census Tract 342",,,,1738,227,76,96,51,39,127,43,49,45,160,101,295,139,129,60,101
"42101034400","Census Tract 344, Philadelphia County, Pennsylvania","ACSSF","pa","140","00","0009138",,,,,"42","101",,,"034400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101034400","Census Tract 344",,,,2979,50,21,88,32,107,65,162,151,33,178,301,604,284,375,202,326
"42101034501","Census Tract 345.01, Philadelphia County, Pennsylvania","ACSSF","pa","140","00","0009139",,,,,"42","101",,,"034501",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101034501","Census Tract 345.01",,,,2393,203,102,161,136,111,65,99,220,42,85,418,299,179,32,95,146
"42101034502","Census Tract 345.02, Philadelphia County, Pennsylvania","ACSSF","pa","140","00","0009140",,,,,"42","101",,,"034502",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101034502","Census Tract 345.02",,,,2371,74,59,129,177,144,106,287,103,118,142,291,347,125,47,28,194
"42101034600","Census Tract 346, Philadelphia County, Pennsylvania","ACSSF","pa","140","00","0009141",,,,,"42","101",,,"034600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101034600","Census Tract 346",,,,1279,59,49,28,151,94,68,26,92,66,158,187,92,32,75,55,47
"42101034701","Census Tract 347.01, Philadelphia County, Pennsylvania","ACSSF","pa","140","00","0009142",,,,,"42","101",,,"034701",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101034701","Census Tract 347.01",,,,2855,158,109,227,118,144,98,102,283,59,99,372,236,239,180,296,135
"42101034702","Census Tract 347.02, Philadelphia County, Pennsylvania","ACSSF","pa","140","00","0009143",,,,,"42","101",,,"034702",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101034702","Census Tract 347.02",,,,1386,46,8,21,50,75,57,3,80,45,127,71,177,161,72,264,129
"42101034801","Census Tract 348.01, Philadelphia County, Pennsylvania","ACSSF","pa","140","00","0009144",,,,,"42","101",,,"034801",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101034801","Census Tract 348.01",,,,2106,124,76,63,139,98,44,68,68,66,206,314,294,180,111,103,152
"42101034802","Census Tract 348.02, Philadelphia County, Pennsylvania","ACSSF","pa","140","00","0009145",,,,,"42","101",,,"034802",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101034802","Census Tract 348.02",,,,2309,130,113,142,15,114,261,118,196,42,89,185,193,288,119,159,145
"42101034803","Census Tract 348.03, Philadelphia County, Pennsylvania","ACSSF","pa","140","00","0009146",,,,,"42","101",,,"034803",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101034803","Census Tract 348.03",,,,1642,0,78,0,94,8,10,42,61,51,300,134,299,186,214,131,34
"42101034900","Census Tract 349, Philadelphia County, Pennsylvania","ACSSF","pa","140","00","0009147",,,,,"42","101",,,"034900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101034900","Census Tract 349",,,,2245,139,131,203,152,67,129,44,83,105,206,313,264,158,132,108,11
"42101035100","Census Tract 351, Philadelphia County, Pennsylvania","ACSSF","pa","140","00","0009148",,,,,"42","101",,,"035100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101035100","Census Tract 351",,,,2045,114,47,92,109,159,74,72,86,27,197,156,479,152,186,48,47
"42101035200","Census Tract 352, Philadelphia County, Pennsylvania","ACSSF","pa","140","00","0009149",,,,,"42","101",,,"035200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101035200","Census Tract 352",,,,2194,42,34,0,91,14,98,273,94,58,94,231,301,191,291,192,190
"42101035301","Census Tract 353.01, Philadelphia County, Pennsylvania","ACSSF","pa","140","00","0009150",,,,,"42","101",,,"035301",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101035301","Census Tract 353.01",,,,2105,20,44,20,40,65,34,107,90,65,207,288,291,343,222,147,122
"42101035302","Census Tract 353.02, Philadelphia County, Pennsylvania","ACSSF","pa","140","00","0009151",,,,,"42","101",,,"035302",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101035302","Census Tract 353.02",,,,1721,127,9,68,60,80,124,149,153,37,56,119,229,200,138,86,86
"42101035500","Census Tract 355, Philadelphia County, Pennsylvania","ACSSF","pa","140","00","0009152",,,,,"42","101",,,"035500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101035500","Census Tract 355",,,,3058,294,125,61,150,83,254,111,237,37,165,91,656,211,88,182,313
"42101035601","Census Tract 356.01, Philadelphia County, Pennsylvania","ACSSF","pa","140","00","0009153",,,,,"42","101",,,"035601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101035601","Census Tract 356.01",,,,2312,160,109,133,111,94,101,33,296,46,155,132,122,120,272,187,241
"42101035602","Census Tract 356.02, Philadelphia County, Pennsylvania","ACSSF","pa","140","00","0009154",,,,,"42","101",,,"035602",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101035602","Census Tract 356.02",,,,1274,48,0,0,8,44,25,43,46,42,117,94,226,111,225,137,108
"42101035701","Census Tract 357.01, Philadelphia County, Pennsylvania","ACSSF","pa","140","00","0009155",,,,,"42","101",,,"035701",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101035701","Census Tract 357.01",,,,1885,184,73,101,82,157,147,112,76,76,158,290,107,61,48,138,75
"42101035702","Census Tract 357.02, Philadelphia County, Pennsylvania","ACSSF","pa","140","00","0009156",,,,,"42","101",,,"035702",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101035702","Census Tract 357.02",,,,1776,198,60,69,129,94,109,57,159,21,132,166,218,190,57,50,67
"42101035800","Census Tract 358, Philadelphia County, Pennsylvania","ACSSF","pa","140","00","0009157",,,,,"42","101",,,"035800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101035800","Census Tract 358",,,,2305,165,102,89,0,0,148,186,161,72,233,166,259,224,151,213,136
"42101035900","Census Tract 359, Philadelphia County, Pennsylvania","ACSSF","pa","140","00","0009158",,,,,"42","101",,,"035900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101035900","Census Tract 359",,,,2159,227,317,13,56,283,9,40,80,12,70,218,159,234,171,185,85
"42101036000","Census Tract 360, Philadelphia County, Pennsylvania","ACSSF","pa","140","00","0009159",,,,,"42","101",,,"036000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101036000","Census Tract 360",,,,1291,140,116,46,111,10,33,43,62,37,90,117,126,26,102,167,65
"42101036100","Census Tract 361, Philadelphia County, Pennsylvania","ACSSF","pa","140","00","0009160",,,,,"42","101",,,"036100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101036100","Census Tract 361",,,,1536,82,52,7,16,26,78,82,31,61,244,138,297,168,76,127,51
"42101036201","Census Tract 362.01, Philadelphia County, Pennsylvania","ACSSF","pa","140","00","0009161",,,,,"42","101",,,"036201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101036201","Census Tract 362.01",,,,1985,235,9,45,39,96,60,10,78,103,143,138,384,258,92,49,246
"42101036202","Census Tract 362.02, Philadelphia County, Pennsylvania","ACSSF","pa","140","00","0009162",,,,,"42","101",,,"036202",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101036202","Census Tract 362.02",,,,2388,125,0,51,114,60,157,139,69,58,151,217,403,141,144,222,337
"42101036203","Census Tract 362.03, Philadelphia County, Pennsylvania","ACSSF","pa","140","00","0009163",,,,,"42","101",,,"036203",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101036203","Census Tract 362.03",,,,1847,51,49,10,108,135,25,0,19,168,203,171,249,109,108,286,156
"42101036301","Census Tract 363.01, Philadelphia County, Pennsylvania","ACSSF","pa","140","00","0009164",,,,,"42","101",,,"036301",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101036301","Census Tract 363.01",,,,1474,75,56,31,9,34,41,91,90,28,42,218,195,169,160,200,35
"42101036302","Census Tract 363.02, Philadelphia County, Pennsylvania","ACSSF","pa","140","00","0009165",,,,,"42","101",,,"036302",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101036302","Census Tract 363.02",,,,1346,73,35,14,33,101,119,80,26,62,111,139,227,155,131,25,15
"42101036303","Census Tract 363.03, Philadelphia County, Pennsylvania","ACSSF","pa","140","00","0009166",,,,,"42","101",,,"036303",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101036303","Census Tract 363.03",,,,2312,62,0,53,17,66,50,126,25,33,83,242,223,612,430,165,125
"42101036400","Census Tract 364, Philadelphia County, Pennsylvania","ACSSF","pa","140","00","0009167",,,,,"42","101",,,"036400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101036400","Census Tract 364",,,,294,3,0,4,0,0,9,9,9,4,56,28,24,27,47,49,25
"42101036501","Census Tract 365.01, Philadelphia County, Pennsylvania","ACSSF","pa","140","00","0009168",,,,,"42","101",,,"036501",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101036501","Census Tract 365.01",,,,2168,126,79,87,90,193,94,122,110,79,115,122,431,182,142,107,89
"42101036502","Census Tract 365.02, Philadelphia County, Pennsylvania","ACSSF","pa","140","00","0009169",,,,,"42","101",,,"036502",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101036502","Census Tract 365.02",,,,1725,42,45,60,11,33,42,35,17,30,304,159,178,181,209,222,157
"42101036600","Census Tract 366, Philadelphia County, Pennsylvania","ACSSF","pa","140","00","0009170",,,,,"42","101",,,"036600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101036600","Census Tract 366",,,,1205,10,0,9,0,56,9,0,6,0,19,72,91,210,147,148,428
"42101036700","Census Tract 367, Philadelphia County, Pennsylvania","ACSSF","pa","140","00","0009171",,,,,"42","101",,,"036700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101036700","Census Tract 367",,,,1576,28,0,0,18,36,0,23,64,28,63,137,132,114,137,253,543
"42101036901","Census Tract 369.01, Philadelphia County, Pennsylvania","ACSSF","pa","140","00","0009172",,,,,"42","101",,,"036901",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101036901","Census Tract 369.01",,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"42101036902","Census Tract 369.02, Philadelphia County, Pennsylvania","ACSSF","pa","140","00","0009173",,,,,"42","101",,,"036902",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101036902","Census Tract 369.02",,,,912,319,36,20,66,76,15,17,3,30,54,72,27,39,32,18,88
"42101037200","Census Tract 372, Philadelphia County, Pennsylvania","ACSSF","pa","140","00","0009174",,,,,"42","101",,,"037200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101037200","Census Tract 372",,,,1763,48,66,49,96,183,112,109,90,4,98,187,148,158,142,178,95
"42101037300","Census Tract 373, Philadelphia County, Pennsylvania","ACSSF","pa","140","00","0009175",,,,,"42","101",,,"037300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101037300","Census Tract 373",,,,2779,74,66,32,90,124,31,131,112,0,239,305,342,526,214,263,230
"42101037500","Census Tract 375, Philadelphia County, Pennsylvania","ACSSF","pa","140","00","0009176",,,,,"42","101",,,"037500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101037500","Census Tract 375",,,,1352,184,0,0,35,66,0,9,30,151,109,92,192,121,61,109,193
"42101037600","Census Tract 376, Philadelphia County, Pennsylvania","ACSSF","pa","140","00","0009177",,,,,"42","101",,,"037600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101037600","Census Tract 376",,,,1716,150,100,35,52,28,11,10,42,23,46,134,271,170,164,273,207
"42101037700","Census Tract 377, Philadelphia County, Pennsylvania","ACSSF","pa","140","00","0009178",,,,,"42","101",,,"037700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101037700","Census Tract 377",,,,1467,386,162,222,95,71,11,39,0,8,183,96,89,105,0,0,0
"42101037800","Census Tract 378, Philadelphia County, Pennsylvania","ACSSF","pa","140","00","0009179",,,,,"42","101",,,"037800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101037800","Census Tract 378",,,,1133,94,25,15,18,29,134,44,24,82,88,47,205,107,66,56,99
"42101037900","Census Tract 379, Philadelphia County, Pennsylvania","ACSSF","pa","140","00","0009180",,,,,"42","101",,,"037900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101037900","Census Tract 379",,,,2384,145,159,78,29,0,57,230,120,59,411,147,232,181,409,90,37
"42101038000","Census Tract 380, Philadelphia County, Pennsylvania","ACSSF","pa","140","00","0009181",,,,,"42","101",,,"038000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101038000","Census Tract 380",,,,762,31,50,49,79,8,36,103,22,18,82,125,70,53,29,0,7
"42101038100","Census Tract 381, Philadelphia County, Pennsylvania","ACSSF","pa","140","00","0009182",,,,,"42","101",,,"038100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101038100","Census Tract 381",,,,348,50,34,21,49,0,69,1,0,15,9,32,43,19,6,0,0
"42101038200","Census Tract 382, Philadelphia County, Pennsylvania","ACSSF","pa","140","00","0009183",,,,,"42","101",,,"038200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101038200","Census Tract 382",,,,1224,93,84,70,86,60,55,205,42,52,92,200,73,76,8,20,8
"42101038301","Census Tract 383.01, Philadelphia County, Pennsylvania","ACSSF","pa","140","00","0009184",,,,,"42","101",,,"038301",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101038301","Census Tract 383.01",,,,701,96,165,85,36,7,0,0,34,55,113,63,47,0,0,0,0
"42101038400","Census Tract 384, Philadelphia County, Pennsylvania","ACSSF","pa","140","00","0009185",,,,,"42","101",,,"038400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101038400","Census Tract 384",,,,1030,17,4,28,43,22,23,30,29,15,88,87,184,109,79,135,137
"42101038500","Census Tract 385, Philadelphia County, Pennsylvania","ACSSF","pa","140","00","0009186",,,,,"42","101",,,"038500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101038500","Census Tract 385",,,,897,32,5,6,18,12,28,30,44,49,48,54,88,105,33,80,265
"42101038600","Census Tract 386, Philadelphia County, Pennsylvania","ACSSF","pa","140","00","0009187",,,,,"42","101",,,"038600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101038600","Census Tract 386",,,,589,11,5,0,0,5,12,15,24,0,0,14,53,122,43,92,193
"42101038700","Census Tract 387, Philadelphia County, Pennsylvania","ACSSF","pa","140","00","0009188",,,,,"42","101",,,"038700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101038700","Census Tract 387",,,,829,19,32,5,0,15,4,30,59,25,32,63,33,133,68,78,233
"42101038800","Census Tract 388, Philadelphia County, Pennsylvania","ACSSF","pa","140","00","0009189",,,,,"42","101",,,"038800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101038800","Census Tract 388",,,,1643,39,99,27,51,23,24,35,54,8,112,255,142,153,91,142,388
"42101038900","Census Tract 389, Philadelphia County, Pennsylvania","ACSSF","pa","140","00","0009190",,,,,"42","101",,,"038900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101038900","Census Tract 389",,,,1305,181,46,128,5,95,84,60,45,33,64,80,239,158,28,22,37
"42101039001","Census Tract 390.01, Philadelphia County, Pennsylvania","ACSSF","pa","140","00","0009191",,,,,"42","101",,,"039001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101039001","Census Tract 390.01",,,,1251,223,112,48,18,145,96,89,56,0,36,105,121,185,17,0,0
"42101039002","Census Tract 390.02, Philadelphia County, Pennsylvania","ACSSF","pa","140","00","0009192",,,,,"42","101",,,"039002",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101039002","Census Tract 390.02",,,,1622,161,212,98,102,78,0,85,0,36,101,49,262,211,133,94,0
"42101039100","Census Tract 391, Philadelphia County, Pennsylvania","ACSSF","pa","140","00","0009193",,,,,"42","101",,,"039100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101039100","Census Tract 391",,,,1161,234,107,80,56,99,171,113,12,186,57,0,10,9,0,2,25
"42101980001","Census Tract 9800.01, Philadelphia County, Pennsylvania","ACSSF","pa","140","00","0009194",,,,,"42","101",,,"980001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101980001","Census Tract 9800.01",,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"42101980002","Census Tract 9800.02, Philadelphia County, Pennsylvania","ACSSF","pa","140","00","0009195",,,,,"42","101",,,"980002",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101980002","Census Tract 9800.02",,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"42101980003","Census Tract 9800.03, Philadelphia County, Pennsylvania","ACSSF","pa","140","00","0009196",,,,,"42","101",,,"980003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101980003","Census Tract 9800.03",,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"42101980100","Census Tract 9801, Philadelphia County, Pennsylvania","ACSSF","pa","140","00","0009197",,,,,"42","101",,,"980100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101980100","Census Tract 9801",,,,65,0,0,0,0,0,0,0,0,0,7,0,54,0,0,0,4
"42101980200","Census Tract 9802, Philadelphia County, Pennsylvania","ACSSF","pa","140","00","0009198",,,,,"42","101",,,"980200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101980200","Census Tract 9802",,,,17,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0
"42101980300","Census Tract 9803, Philadelphia County, Pennsylvania","ACSSF","pa","140","00","0009199",,,,,"42","101",,,"980300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101980300","Census Tract 9803",,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"42101980400","Census Tract 9804, Philadelphia County, Pennsylvania","ACSSF","pa","140","00","0009200",,,,,"42","101",,,"980400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101980400","Census Tract 9804",,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"42101980500","Census Tract 9805, Philadelphia County, Pennsylvania","ACSSF","pa","140","00","0009201",,,,,"42","101",,,"980500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101980500","Census Tract 9805",,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"42101980600","Census Tract 9806, Philadelphia County, Pennsylvania","ACSSF","pa","140","00","0009202",,,,,"42","101",,,"980600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101980600","Census Tract 9806",,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"42101980701","Census Tract 9807.01, Philadelphia County, Pennsylvania","ACSSF","pa","140","00","0009203",,,,,"42","101",,,"980701",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101980701","Census Tract 9807.01",,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
