Geo_FIPS,Geo_SL040_FIPS,Geo_SL050_FIPS,Geo_SL140_FIPS,Geo_GISJOIN,Geo_GISJOIN2,Geo_state,Geo_county,Geo_prefix,Geo_tract,Geo_suffix,Geo_SUMLEV,Geo_SL040_Name,Geo_SL050_Name,Geo_Name,Geo_LongName,Geo_QName,Geo_QName2,Geo_seq,Geo_NHGISST,Geo_NHGISCTY,Geo_areatotal,Geo_shape_area,Geo_shape_len,Geo_year,SE_T009_001,SE_T009_002,SE_T009_003,SE_T009_004,PCT_SE_T009_002,PCT_SE_T009_003,PCT_SE_T009_004,SE_T010_001,SE_T010_002,SE_T010_003,PCT_SE_T010_002,PCT_SE_T010_003,SE_T001_001
"4210103506000",42,101,"03506000","G42010100035F","42010100035F","42","101",,"35","F","140","Pennsylvania","Philadelphia","35F","Census Tract 35F","Census Tract 35F, Philadelphia County, Pennsylvania","Census Tract 35F, Philadelphia County, Pennsylvania","194","420","1010",0.5354510588,1386811.87433,5022.145005,"1940",47,39,8,0,82.98,17.02,0,47,39,8,82.98,17.02,47
"4210103507000",42,101,"03507000","G42010100035G","42010100035G","42","101",,"35","G","140","Pennsylvania","Philadelphia","35G","Census Tract 35G","Census Tract 35G, Philadelphia County, Pennsylvania","Census Tract 35G, Philadelphia County, Pennsylvania","195","420","1010",0.5146420137,1332916.69505,5012.638743,"1940",338,337,1,0,99.7,0.3,0,338,337,1,99.7,0.3,338
"4210103508000",42,101,"03508000","G42010100035H","42010100035H","42","101",,"35","H","140","Pennsylvania","Philadelphia","35H","Census Tract 35H","Census Tract 35H, Philadelphia County, Pennsylvania","Census Tract 35H, Philadelphia County, Pennsylvania","196","420","1010",0.7328894553,1898174.9732,5869.129129,"1940",41,41,0,0,100,0,0,41,41,0,100,0,41
"4210103509000",42,101,"03509000","G42010100035I","42010100035I","42","101",,"35","I","140","Pennsylvania","Philadelphia","35I","Census Tract 35I","Census Tract 35I, Philadelphia County, Pennsylvania","Census Tract 35I, Philadelphia County, Pennsylvania","197","420","1010",1.2905405256,3342484.61336,7736.147424,"1940",116,115,1,0,99.14,0.86,0,116,115,1,99.14,0.86,116
"4210103510000",42,101,"03510000","G42010100035J","42010100035J","42","101",,"35","J","140","Pennsylvania","Philadelphia","35J","Census Tract 35J","Census Tract 35J, Philadelphia County, Pennsylvania","Census Tract 35J, Philadelphia County, Pennsylvania","198","420","1010",1.5038226722,3894882.83634,8176.984607,"1940",91,91,0,0,100,0,0,91,91,0,100,0,91
"4210103511000",42,101,"03511000","G42010100035K","42010100035K","42","101",,"35","K","140","Pennsylvania","Philadelphia","35K","Census Tract 35K","Census Tract 35K, Philadelphia County, Pennsylvania","Census Tract 35K, Philadelphia County, Pennsylvania","199","420","1010",1.459702384,3780611.8146,9044.298313,"1940",267,261,6,0,97.75,2.25,0,267,261,6,97.75,2.25,267
"4210103512000",42,101,"03512000","G42010100035L","42010100035L","42","101",,"35","L","140","Pennsylvania","Philadelphia","35L","Census Tract 35L","Census Tract 35L, Philadelphia County, Pennsylvania","Census Tract 35L, Philadelphia County, Pennsylvania","200","420","1010",1.1813270187,3059622.92912,6858.469009,"1940",293,289,4,0,98.63,1.37,0,293,289,4,98.63,1.37,293
"4210103513000",42,101,"03513000","G42010100035M","42010100035M","42","101",,"35","M","140","Pennsylvania","Philadelphia","35M","Census Tract 35M","Census Tract 35M, Philadelphia County, Pennsylvania","Census Tract 35M, Philadelphia County, Pennsylvania","201","420","1010",1.5037191437,3894614.69878,7940.082986,"1940",160,159,1,0,99.38,0.62,0,160,159,1,99.38,0.62,160
"4210103514000",42,101,"03514000","G42010100035N","42010100035N","42","101",,"35","N","140","Pennsylvania","Philadelphia","35N","Census Tract 35N","Census Tract 35N, Philadelphia County, Pennsylvania","Census Tract 35N, Philadelphia County, Pennsylvania","202","420","1010",1.8826433344,4876023.84643,10265.389073,"1940",59,55,4,0,93.22,6.78,0,59,55,4,93.22,6.78,59
"4210103515000",42,101,"03515000","G42010100035O","42010100035O","42","101",,"35","O","140","Pennsylvania","Philadelphia","35O","Census Tract 35O","Census Tract 35O, Philadelphia County, Pennsylvania","Census Tract 35O, Philadelphia County, Pennsylvania","203","420","1010",0.822792074,2131021.68641,5972.033715,"1940",69,64,5,0,92.75,7.25,0,69,64,5,92.75,7.25,69
"4210103516000",42,101,"03516000","G42010100035P","42010100035P","42","101",,"35","P","140","Pennsylvania","Philadelphia","35P","Census Tract 35P","Census Tract 35P, Philadelphia County, Pennsylvania","Census Tract 35P, Philadelphia County, Pennsylvania","204","420","1010",0.4619687923,1196493.67788,5125.233199,"1940",85,85,0,0,100,0,0,85,85,0,100,0,85
"4210103517000",42,101,"03517000","G42010100035Q","42010100035Q","42","101",,"35","Q","140","Pennsylvania","Philadelphia","35Q","Census Tract 35Q","Census Tract 35Q, Philadelphia County, Pennsylvania","Census Tract 35Q, Philadelphia County, Pennsylvania","205","420","1010",0.7252802689,1878467.2708,6322.291363,"1940",1037,1037,0,0,100,0,0,1037,1037,0,100,0,1037
"4210103518000",42,101,"03518000","G42010100035R","42010100035R","42","101",,"35","R","140","Pennsylvania","Philadelphia","35R","Census Tract 35R","Census Tract 35R, Philadelphia County, Pennsylvania","Census Tract 35R, Philadelphia County, Pennsylvania","206","420","1010",0.7085101196,1835032.78355,5438.844175,"1940",140,140,0,0,100,0,0,140,140,0,100,0,140
"4210103519000",42,101,"03519000","G42010100035S","42010100035S","42","101",,"35","S","140","Pennsylvania","Philadelphia","35S","Census Tract 35S","Census Tract 35S, Philadelphia County, Pennsylvania","Census Tract 35S, Philadelphia County, Pennsylvania","207","420","1010",1.5118623459,3915705.49582,9292.010285,"1940",462,435,27,0,94.16,5.84,0,462,435,27,94.16,5.84,462
"4210103520000",42,101,"03520000","G42010100035T","42010100035T","42","101",,"35","T","140","Pennsylvania","Philadelphia","35T","Census Tract 35T","Census Tract 35T, Philadelphia County, Pennsylvania","Census Tract 35T, Philadelphia County, Pennsylvania","208","420","1010",0.5579686136,1445132.07336,5230.173506,"1940",200,130,70,0,65,35,0,200,130,70,65,35,200
"4210103521000",42,101,"03521000","G42010100035U","42010100035U","42","101",,"35","U","140","Pennsylvania","Philadelphia","35U","Census Tract 35U","Census Tract 35U, Philadelphia County, Pennsylvania","Census Tract 35U, Philadelphia County, Pennsylvania","209","420","1010",0.49438834,1280459.92089,6317.913732,"1940",218,218,0,0,100,0,0,218,218,0,100,0,218
"4210103522000",42,101,"03522000","G42010100035V","42010100035V","42","101",,"35","V","140","Pennsylvania","Philadelphia","35V","Census Tract 35V","Census Tract 35V, Philadelphia County, Pennsylvania","Census Tract 35V, Philadelphia County, Pennsylvania","210","420","1010",2.0838478966,5397141.26962,27197.11545,"1940",108,106,2,0,98.15,1.85,0,108,106,2,98.15,1.85,108
"4210103523000",42,101,"03523000","G42010100035W","42010100035W","42","101",,"35","W","140","Pennsylvania","Philadelphia","35W","Census Tract 35W","Census Tract 35W, Philadelphia County, Pennsylvania","Census Tract 35W, Philadelphia County, Pennsylvania","211","420","1010",0.8063758437,2088503.84515,7731.42512,"1940",631,630,1,0,99.84,0.16,0,631,630,1,99.84,0.16,631
"4210103524000",42,101,"03524000","G42010100035X","42010100035X","42","101",,"35","X","140","Pennsylvania","Philadelphia","35X","Census Tract 35X","Census Tract 35X, Philadelphia County, Pennsylvania","Census Tract 35X, Philadelphia County, Pennsylvania","212","420","1010",0.3858003886,999218.418337,4257.643446,"1940",6,5,1,0,83.33,16.67,0,6,5,1,83.33,16.67,6
"4210103525000",42,101,"03525000","G42010100035Y","42010100035Y","42","101",,"35","Y","140","Pennsylvania","Philadelphia","35Y","Census Tract 35Y","Census Tract 35Y, Philadelphia County, Pennsylvania","Census Tract 35Y, Philadelphia County, Pennsylvania","213","420","1010",0.220718379,571657.976697,3306.190369,"1940",1587,1584,3,0,99.81,0.19,0,1587,1584,3,99.81,0.19,1587
"4210103526000",42,101,"03526000","G42010100035Z","42010100035Z","42","101",,"35","Z","140","Pennsylvania","Philadelphia","35Z","Census Tract 35Z","Census Tract 35Z, Philadelphia County, Pennsylvania","Census Tract 35Z, Philadelphia County, Pennsylvania","214","420","1010",0.3011928887,780085.999828,3612.858047,"1940",1717,1710,6,1,99.59,0.35,0.06,1717,1710,7,99.59,0.41,1717
"4210103527000",42,101,"03527000","G42010100035AA","42010100035AA","42","101",,"35","AA","140","Pennsylvania","Philadelphia","35AA","Census Tract 35AA","Census Tract 35AA, Philadelphia County, Pennsylvania","Census Tract 35AA, Philadelphia County, Pennsylvania","215","420","1010",0.3179985224,823612.391121,4071.506355,"1940",333,333,0,0,100,0,0,333,333,0,100,0,333
"4210103528000",42,101,"03528000","G42010100035BB","42010100035BB","42","101",,"35","BB","140","Pennsylvania","Philadelphia","35BB","Census Tract 35BB","Census Tract 35BB, Philadelphia County, Pennsylvania","Census Tract 35BB, Philadelphia County, Pennsylvania","216","420","1010",0.3289475301,851970.190989,3885.728556,"1940",34,34,0,0,100,0,0,34,34,0,100,0,34
"4210103529000",42,101,"03529000","G42010100035CC","42010100035CC","42","101",,"35","CC","140","Pennsylvania","Philadelphia","35CC","Census Tract 35CC","Census Tract 35CC, Philadelphia County, Pennsylvania","Census Tract 35CC, Philadelphia County, Pennsylvania","217","420","1010",0.2217086656,574222.807285,3248.75613,"1940",896,896,0,0,100,0,0,896,896,0,100,0,896
"4210103530000",42,101,"03530000","G42010100035DD","42010100035DD","42","101",,"35","DD","140","Pennsylvania","Philadelphia","35DD","Census Tract 35DD","Census Tract 35DD, Philadelphia County, Pennsylvania","Census Tract 35DD, Philadelphia County, Pennsylvania","218","420","1010",0.2235099619,578888.143187,3311.702772,"1940",1340,1340,0,0,100,0,0,1340,1340,0,100,0,1340
"4210103531000",42,101,"03531000","G42010100035EE","42010100035EE","42","101",,"35","EE","140","Pennsylvania","Philadelphia","35EE","Census Tract 35EE","Census Tract 35EE, Philadelphia County, Pennsylvania","Census Tract 35EE, Philadelphia County, Pennsylvania","219","420","1010",0.5053802659,1308928.87844,5101.392366,"1940",466,466,0,0,100,0,0,466,466,0,100,0,466
"4210103532000",42,101,"03532000","G42010100035FF","42010100035FF","42","101",,"35","FF","140","Pennsylvania","Philadelphia","35FF","Census Tract 35FF","Census Tract 35FF, Philadelphia County, Pennsylvania","Census Tract 35FF, Philadelphia County, Pennsylvania","220","420","1010",0.273163825,707491.058042,3467.914329,"1940",1895,1873,21,1,98.84,1.11,0.05,1895,1873,22,98.84,1.16,1895
"4210103533000",42,101,"03533000","G42010100035GG","42010100035GG","42","101",,"35","GG","140","Pennsylvania","Philadelphia","35GG","Census Tract 35GG","Census Tract 35GG, Philadelphia County, Pennsylvania","Census Tract 35GG, Philadelphia County, Pennsylvania","221","420","1010",0.1870151851,484367.105256,3115.804987,"1940",4599,4598,1,0,99.98,0.02,0,4599,4598,1,99.98,0.02,4599
"4210103534000",42,101,"03534000","G42010100035HH","42010100035HH","42","101",,"35","HH","140","Pennsylvania","Philadelphia","35HH","Census Tract 35HH","Census Tract 35HH, Philadelphia County, Pennsylvania","Census Tract 35HH, Philadelphia County, Pennsylvania","222","420","1010",0.3233195688,837393.838124,4102.223767,"1940",486,486,0,0,100,0,0,486,486,0,100,0,486
"4210103535000",42,101,"03535000","G42010100035II","42010100035II","42","101",,"35","II","140","Pennsylvania","Philadelphia","35II","Census Tract 35II","Census Tract 35II, Philadelphia County, Pennsylvania","Census Tract 35II, Philadelphia County, Pennsylvania","223","420","1010",0.2790732807,722796.477969,3326.53484,"1940",119,119,0,0,100,0,0,119,119,0,100,0,119
"4210103536000",42,101,"03536000","G42010100035JJ","42010100035JJ","42","101",,"35","JJ","140","Pennsylvania","Philadelphia","35JJ","Census Tract 35JJ","Census Tract 35JJ, Philadelphia County, Pennsylvania","Census Tract 35JJ, Philadelphia County, Pennsylvania","224","420","1010",0.3841731264,995003.828519,4197.534545,"1940",627,627,0,0,100,0,0,627,627,0,100,0,627
"4210103537000",42,101,"03537000","G42010100035KK","42010100035KK","42","101",,"35","KK","140","Pennsylvania","Philadelphia","35KK","Census Tract 35KK","Census Tract 35KK, Philadelphia County, Pennsylvania","Census Tract 35KK, Philadelphia County, Pennsylvania","225","420","1010",0.3041687647,787793.483144,3589.212304,"1940",3915,3914,0,1,99.97,0,0.03,3915,3914,1,99.97,0.03,3915
"4210103538000",42,101,"03538000","G42010100035LL","42010100035LL","42","101",,"35","LL","140","Pennsylvania","Philadelphia","35LL","Census Tract 35LL","Census Tract 35LL, Philadelphia County, Pennsylvania","Census Tract 35LL, Philadelphia County, Pennsylvania","226","420","1010",0.2075053186,537436.307344,3355.336987,"1940",1168,1168,0,0,100,0,0,1168,1168,0,100,0,1168
"4210103539000",42,101,"03539000","G42010100035MM","42010100035MM","42","101",,"35","MM","140","Pennsylvania","Philadelphia","35MM","Census Tract 35MM","Census Tract 35MM, Philadelphia County, Pennsylvania","Census Tract 35MM, Philadelphia County, Pennsylvania","227","420","1010",0.2228763462,577247.085971,3008.848634,"1940",266,265,1,0,99.62,0.38,0,266,265,1,99.62,0.38,266
"4210103540000",42,101,"03540000","G42010100035NN","42010100035NN","42","101",,"35","NN","140","Pennsylvania","Philadelphia","35NN","Census Tract 35NN","Census Tract 35NN, Philadelphia County, Pennsylvania","Census Tract 35NN, Philadelphia County, Pennsylvania","228","420","1010",0.2818671038,730032.446713,3924.256039,"1940",2307,2300,7,0,99.7,0.3,0,2307,2300,7,99.7,0.3,2307
"4210103541000",42,101,"03541000","G42010100035OO","42010100035OO","42","101",,"35","OO","140","Pennsylvania","Philadelphia","35OO","Census Tract 35OO","Census Tract 35OO, Philadelphia County, Pennsylvania","Census Tract 35OO, Philadelphia County, Pennsylvania","229","420","1010",0.3561746738,922488.16927,4125.345546,"1940",912,912,0,0,100,0,0,912,912,0,100,0,912
"4210103542000",42,101,"03542000","G42010100035PP","42010100035PP","42","101",,"35","PP","140","Pennsylvania","Philadelphia","35PP","Census Tract 35PP","Census Tract 35PP, Philadelphia County, Pennsylvania","Census Tract 35PP, Philadelphia County, Pennsylvania","230","420","1010",0.2221141815,575273.088475,3387.947544,"1940",1501,1501,0,0,100,0,0,1501,1501,0,100,0,1501
"4210103543000",42,101,"03543000","G42010100035QQ","42010100035QQ","42","101",,"35","QQ","140","Pennsylvania","Philadelphia","35QQ","Census Tract 35QQ","Census Tract 35QQ, Philadelphia County, Pennsylvania","Census Tract 35QQ, Philadelphia County, Pennsylvania","231","420","1010",0.449184258,1163381.88614,4655.050539,"1940",531,531,0,0,100,0,0,531,531,0,100,0,531
"4210103544000",42,101,"03544000","G42010100035RR","42010100035RR","42","101",,"35","RR","140","Pennsylvania","Philadelphia","35RR","Census Tract 35RR","Census Tract 35RR, Philadelphia County, Pennsylvania","Census Tract 35RR, Philadelphia County, Pennsylvania","232","420","1010",0.4580627768,1186377.14418,4466.172721,"1940",4832,4832,0,0,100,0,0,4832,4832,0,100,0,4832
"4210103545000",42,101,"03545000","G42010100035SS","42010100035SS","42","101",,"35","SS","140","Pennsylvania","Philadelphia","35SS","Census Tract 35SS","Census Tract 35SS, Philadelphia County, Pennsylvania","Census Tract 35SS, Philadelphia County, Pennsylvania","233","420","1010",0.3099249594,802701.958882,4185.390011,"1940",2799,2799,0,0,100,0,0,2799,2799,0,100,0,2799
"4210103546000",42,101,"03546000","G42010100035TT","42010100035TT","42","101",,"35","TT","140","Pennsylvania","Philadelphia","35TT","Census Tract 35TT","Census Tract 35TT, Philadelphia County, Pennsylvania","Census Tract 35TT, Philadelphia County, Pennsylvania","234","420","1010",0.3993055337,1034196.58333,4035.852244,"1940",2447,2447,0,0,100,0,0,2447,2447,0,100,0,2447
"4210103547000",42,101,"03547000","G42010100035UU","42010100035UU","42","101",,"35","UU","140","Pennsylvania","Philadelphia","35UU","Census Tract 35UU","Census Tract 35UU, Philadelphia County, Pennsylvania","Census Tract 35UU, Philadelphia County, Pennsylvania","235","420","1010",0.3395004466,879302.119212,3887.789776,"1940",971,971,0,0,100,0,0,971,971,0,100,0,971
"4210103548000",42,101,"03548000","G42010100035VV","42010100035VV","42","101",,"35","VV","140","Pennsylvania","Philadelphia","35VV","Census Tract 35VV","Census Tract 35VV, Philadelphia County, Pennsylvania","Census Tract 35VV, Philadelphia County, Pennsylvania","236","420","1010",0.4316871113,1118064.48423,4480.018492,"1940",4958,4957,0,1,99.98,0,0.02,4958,4957,1,99.98,0.02,4958
"4210103549000",42,101,"03549000","G42010100035WW","42010100035WW","42","101",,"35","WW","140","Pennsylvania","Philadelphia","35WW","Census Tract 35WW","Census Tract 35WW, Philadelphia County, Pennsylvania","Census Tract 35WW, Philadelphia County, Pennsylvania","237","420","1010",0.2427213773,628645.480471,3546.523864,"1940",2438,2438,0,0,100,0,0,2438,2438,0,100,0,2438
"4210103550000",42,101,"03550000","G42010100035XX","42010100035XX","42","101",,"35","XX","140","Pennsylvania","Philadelphia","35XX","Census Tract 35XX","Census Tract 35XX, Philadelphia County, Pennsylvania","Census Tract 35XX, Philadelphia County, Pennsylvania","238","420","1010",0.3219864738,833941.137896,3722.935009,"1940",5361,5361,0,0,100,0,0,5361,5361,0,100,0,5361
"4210103551000",42,101,"03551000","G42010100035YY","42010100035YY","42","101",,"35","YY","140","Pennsylvania","Philadelphia","35YY","Census Tract 35YY","Census Tract 35YY, Philadelphia County, Pennsylvania","Census Tract 35YY, Philadelphia County, Pennsylvania","239","420","1010",0.5204275962,1347901.2849,4639.26682,"1940",8658,8657,1,0,99.99,0.01,0,8658,8657,1,99.99,0.01,8658
"4210103552000",42,101,"03552000","G42010100035ZZ","42010100035ZZ","42","101",,"35","ZZ","140","Pennsylvania","Philadelphia","35ZZ","Census Tract 35ZZ","Census Tract 35ZZ, Philadelphia County, Pennsylvania","Census Tract 35ZZ, Philadelphia County, Pennsylvania","240","420","1010",0.2581633902,668640.110468,3527.930866,"1940",2931,2927,4,0,99.86,0.14,0,2931,2927,4,99.86,0.14,2931
"4210103553000",42,101,"03553000","G42010100035AAA","42010100035AAA","42","101",,"35","AAA","140","Pennsylvania","Philadelphia","35AAA","Census Tract 35AAA","Census Tract 35AAA, Philadelphia County, Pennsylvania","Census Tract 35AAA, Philadelphia County, Pennsylvania","241","420","1010",0.3380995862,875673.907324,3788.410113,"1940",1602,1601,1,0,99.94,0.06,0,1602,1601,1,99.94,0.06,1602
"4210103554000",42,101,"03554000","G42010100035BBB","42010100035BBB","42","101",,"35","BBB","140","Pennsylvania","Philadelphia","35BBB","Census Tract 35BBB","Census Tract 35BBB, Philadelphia County, Pennsylvania","Census Tract 35BBB, Philadelphia County, Pennsylvania","242","420","1010",0.2384385882,617553.107805,3367.61385,"1940",529,520,9,0,98.3,1.7,0,529,520,9,98.3,1.7,529
"4210103555000",42,101,"03555000","G42010100035CCC","42010100035CCC","42","101",,"35","CCC","140","Pennsylvania","Philadelphia","35CCC","Census Tract 35CCC","Census Tract 35CCC, Philadelphia County, Pennsylvania","Census Tract 35CCC, Philadelphia County, Pennsylvania","243","420","1010",0.5108353684,1323057.52891,5135.115103,"1940",2784,2782,2,0,99.93,0.07,0,2784,2782,2,99.93,0.07,2784
"4210103556000",42,101,"03556000","G42010100035DDD","42010100035DDD","42","101",,"35","DDD","140","Pennsylvania","Philadelphia","35DDD","Census Tract 35DDD","Census Tract 35DDD, Philadelphia County, Pennsylvania","Census Tract 35DDD, Philadelphia County, Pennsylvania","244","420","1010",0.2599061641,673153.874056,3529.346894,"1940",2697,2679,18,0,99.33,0.67,0,2697,2679,18,99.33,0.67,2697
"4210103557000",42,101,"03557000","G42010100035EEE","42010100035EEE","42","101",,"35","EEE","140","Pennsylvania","Philadelphia","35EEE","Census Tract 35EEE","Census Tract 35EEE, Philadelphia County, Pennsylvania","Census Tract 35EEE, Philadelphia County, Pennsylvania","245","420","1010",0.3996790264,1035163.92519,5931.991929,"1940",1398,1396,2,0,99.86,0.14,0,1398,1396,2,99.86,0.14,1398
"4210103601000",42,101,"03601000","G42010100036A","42010100036A","42","101",,"36","A","140","Pennsylvania","Philadelphia","36A","Census Tract 36A","Census Tract 36A, Philadelphia County, Pennsylvania","Census Tract 36A, Philadelphia County, Pennsylvania","246","420","1010",0.0429640666,111276.421415,1389.684095,"1940",2654,287,2361,6,10.81,88.96,0.23,2654,287,2367,10.81,89.19,2654
"4210103602000",42,101,"03602000","G42010100036B","42010100036B","42","101",,"36","B","140","Pennsylvania","Philadelphia","36B","Census Tract 36B","Census Tract 36B, Philadelphia County, Pennsylvania","Census Tract 36B, Philadelphia County, Pennsylvania","247","420","1010",0.2017439149,522514.340277,3363.956488,"1940",15468,5945,9503,20,38.43,61.44,0.13,15468,5945,9523,38.43,61.57,15468
"4210103603000",42,101,"03603000","G42010100036C","42010100036C","42","101",,"36","C","140","Pennsylvania","Philadelphia","36C","Census Tract 36C","Census Tract 36C, Philadelphia County, Pennsylvania","Census Tract 36C, Philadelphia County, Pennsylvania","248","420","1010",0.3023263357,783021.613858,3586.00034,"1940",18043,13477,4554,12,74.69,25.24,0.07,18043,13477,4566,74.69,25.31,18043
"4210103604000",42,101,"03604000","G42010100036D","42010100036D","42","101",,"36","D","140","Pennsylvania","Philadelphia","36D","Census Tract 36D","Census Tract 36D, Philadelphia County, Pennsylvania","Census Tract 36D, Philadelphia County, Pennsylvania","249","420","1010",0.2166365383,561086.057696,3997.46007,"1940",14333,12997,1330,6,90.68,9.28,0.04,14333,12997,1336,90.68,9.32,14333
"4210103605000",42,101,"03605000","G42010100036E","42010100036E","42","101",,"36","E","140","Pennsylvania","Philadelphia","36E","Census Tract 36E","Census Tract 36E, Philadelphia County, Pennsylvania","Census Tract 36E, Philadelphia County, Pennsylvania","250","420","1010",0.3598866259,932102.080965,6281.90475,"1940",2167,1498,669,0,69.13,30.87,0,2167,1498,669,69.13,30.87,2167
"4210103701000",42,101,"03701000","G42010100037A","42010100037A","42","101",,"37","A","140","Pennsylvania","Philadelphia","37A","Census Tract 37A","Census Tract 37A, Philadelphia County, Pennsylvania","Census Tract 37A, Philadelphia County, Pennsylvania","251","420","1010",0.0725495064,187902.358686,2694.129148,"1940",2284,2278,0,6,99.74,0,0.26,2284,2278,6,99.74,0.26,2284
"4210103702000",42,101,"03702000","G42010100037B","42010100037B","42","101",,"37","B","140","Pennsylvania","Philadelphia","37B","Census Tract 37B","Census Tract 37B, Philadelphia County, Pennsylvania","Census Tract 37B, Philadelphia County, Pennsylvania","252","420","1010",0.185016777,479191.252159,3512.75898,"1940",6751,6739,0,12,99.82,0,0.18,6751,6739,12,99.82,0.18,6751
"4210103703000",42,101,"03703000","G42010100037C","42010100037C","42","101",,"37","C","140","Pennsylvania","Philadelphia","37C","Census Tract 37C","Census Tract 37C, Philadelphia County, Pennsylvania","Census Tract 37C, Philadelphia County, Pennsylvania","253","420","1010",0.0503441643,130390.786698,1759.602745,"1940",958,927,4,27,96.76,0.42,2.82,958,927,31,96.76,3.24,958
"4210103704000",42,101,"03704000","G42010100037D","42010100037D","42","101",,"37","D","140","Pennsylvania","Philadelphia","37D","Census Tract 37D","Census Tract 37D, Philadelphia County, Pennsylvania","Census Tract 37D, Philadelphia County, Pennsylvania","254","420","1010",0.0541444801,140233.559493,1990.916449,"1940",2526,2221,277,28,87.93,10.97,1.11,2526,2221,305,87.93,12.07,2526
"4210103705000",42,101,"03705000","G42010100037E","42010100037E","42","101",,"37","E","140","Pennsylvania","Philadelphia","37E","Census Tract 37E","Census Tract 37E, Philadelphia County, Pennsylvania","Census Tract 37E, Philadelphia County, Pennsylvania","255","420","1010",0.012888691,33381.556295,732.190629,"1940",527,520,1,6,98.67,0.19,1.14,527,520,7,98.67,1.33,527
"4210103706000",42,101,"03706000","G42010100037F","42010100037F","42","101",,"37","F","140","Pennsylvania","Philadelphia","37F","Census Tract 37F","Census Tract 37F, Philadelphia County, Pennsylvania","Census Tract 37F, Philadelphia County, Pennsylvania","256","420","1010",0.1357298303,351538.646213,2633.586688,"1940",7035,5757,1268,10,81.83,18.02,0.14,7035,5757,1278,81.83,18.17,7035
"4210103801000",42,101,"03801000","G42010100038A","42010100038A","42","101",,"38","A","140","Pennsylvania","Philadelphia","38A","Census Tract 38A","Census Tract 38A, Philadelphia County, Pennsylvania","Census Tract 38A, Philadelphia County, Pennsylvania","257","420","1010",0.7480256384,1937377.50728,7940.470945,"1940",6258,6199,53,6,99.06,0.85,0.1,6258,6199,59,99.06,0.94,6258
"4210103802000",42,101,"03802000","G42010100038B","42010100038B","42","101",,"38","B","140","Pennsylvania","Philadelphia","38B","Census Tract 38B","Census Tract 38B, Philadelphia County, Pennsylvania","Census Tract 38B, Philadelphia County, Pennsylvania","258","420","1010",0.3104786461,804136.000973,4285.005938,"1940",575,283,292,0,49.22,50.78,0,575,283,292,49.22,50.78,575
"4210103803000",42,101,"03803000","G42010100038C","42010100038C","42","101",,"38","C","140","Pennsylvania","Philadelphia","38C","Census Tract 38C","Census Tract 38C, Philadelphia County, Pennsylvania","Census Tract 38C, Philadelphia County, Pennsylvania","259","420","1010",0.2669063519,691284.2771,3329.296239,"1940",1069,1021,48,0,95.51,4.49,0,1069,1021,48,95.51,4.49,1069
"4210103804000",42,101,"03804000","G42010100038D","42010100038D","42","101",,"38","D","140","Pennsylvania","Philadelphia","38D","Census Tract 38D","Census Tract 38D, Philadelphia County, Pennsylvania","Census Tract 38D, Philadelphia County, Pennsylvania","260","420","1010",0.3457478475,895482.813028,4349.886217,"1940",3055,3034,21,0,99.31,0.69,0,3055,3034,21,99.31,0.69,3055
"4210103805000",42,101,"03805000","G42010100038E","42010100038E","42","101",,"38","E","140","Pennsylvania","Philadelphia","38E","Census Tract 38E","Census Tract 38E, Philadelphia County, Pennsylvania","Census Tract 38E, Philadelphia County, Pennsylvania","261","420","1010",0.3187036792,825438.738833,3889.496134,"1940",4915,4914,0,1,99.98,0,0.02,4915,4914,1,99.98,0.02,4915
"4210103806000",42,101,"03806000","G42010100038F","42010100038F","42","101",,"38","F","140","Pennsylvania","Philadelphia","38F","Census Tract 38F","Census Tract 38F, Philadelphia County, Pennsylvania","Census Tract 38F, Philadelphia County, Pennsylvania","262","420","1010",0.3442616951,891633.696186,4880.570329,"1940",10050,10044,2,4,99.94,0.02,0.04,10050,10044,6,99.94,0.06,10050
"4210103807000",42,101,"03807000","G42010100038G","42010100038G","42","101",,"38","G","140","Pennsylvania","Philadelphia","38G","Census Tract 38G","Census Tract 38G, Philadelphia County, Pennsylvania","Census Tract 38G, Philadelphia County, Pennsylvania","263","420","1010",0.2840256897,735623.158491,3954.800688,"1940",10438,9937,495,6,95.2,4.74,0.06,10438,9937,501,95.2,4.8,10438
"4210103808000",42,101,"03808000","G42010100038H","42010100038H","42","101",,"38","H","140","Pennsylvania","Philadelphia","38H","Census Tract 38H","Census Tract 38H, Philadelphia County, Pennsylvania","Census Tract 38H, Philadelphia County, Pennsylvania","264","420","1010",0.3363960047,871261.651538,4611.805786,"1940",14518,12504,1994,20,86.13,13.73,0.14,14518,12504,2014,86.13,13.87,14518
"4210103809000",42,101,"03809000","G42010100038I","42010100038I","42","101",,"38","I","140","Pennsylvania","Philadelphia","38I","Census Tract 38I","Census Tract 38I, Philadelphia County, Pennsylvania","Census Tract 38I, Philadelphia County, Pennsylvania","265","420","1010",0.3381103283,875701.729218,4343.175879,"1940",7037,6847,186,4,97.3,2.64,0.06,7037,6847,190,97.3,2.7,7037
"4210103810000",42,101,"03810000","G42010100038J","42010100038J","42","101",,"38","J","140","Pennsylvania","Philadelphia","38J","Census Tract 38J","Census Tract 38J, Philadelphia County, Pennsylvania","Census Tract 38J, Philadelphia County, Pennsylvania","266","420","1010",0.2319398131,600721.357522,3835.984932,"1940",15218,15092,117,9,99.17,0.77,0.06,15218,15092,126,99.17,0.83,15218
