File identification,State Postal Abbreviation,Summary Level,Geographic Component,Logical Record Number,US,Census Region,Census Division,State (Census Code),State (FIPS Code),County of current residence,County Subdivision (FIPS),Place (FIPS Code),Census Tract,Block Group,Consolidated City,American Indian Area/AlaskaNative Area/ Hawaiian Home Land(Census),American Indian Area/AlaskaNative Area/ Hawaiian Home Land(FIPS),American Indian Trust Land/Hawaiian Home Land Indicator,American Indian TribalSubdivision (Census),American Indian TribalSubdivision (FIPS),Alaska Native RegionalCorporation (FIPS),Metropolitan and MicropolitanStatistical Area,Combined Statistical Area,Metropolitan Statistical Area-Metropolitan Division,Metropolitan Area Central City,Metropolitan/MicropolitanIndicator Flag,New England City and Town Area,New England City and TownCombined Statistical Area,New England City and Town AreaDivision,Urban Area,Current Congressional District ***,State Legislative District Upper,State Legislative District Lower,5-digit ZIP Code Tabulation Area,Subminor Civil Division (FIPS),State-School District (Elementary),State-School District (Secondary),State-School District (Unified),Urban/Rural,Principal City Indicator,Public Use Microdata Area – 5%File,Geographic Identifier,Area Name,Tribal Tract,Tribal Block Group,Qualifying Name,FIPS,Area (Land),Area (Water),Place (State FIPS + Place FIPS),Urban Area Central Place,Voting District,ZIP Code Tabulation Area (3-digit),Traffic Analysis Zone,Urban Growth Area,Public Use Microdata Area - 1% File,Median Year Structure Built,Owner Occupied Housing Units,"Owner Occupied Housing Units: White Alone, Not Hispanic or Latino Homeowners ",Owner Occupied Housing Units: Non-White Homeowners,"% Owner Occupied Housing Units: White Alone, Not Hispanic or Latino Homeowners ",% Owner Occupied Housing Units: Non-White Homeowners,Owner-Occupied Housing Units,Housing Units,Households:,Households: with a Householder Who Is White Alone,Households: with a Householder Who Is Black or African  American Alone,Households: with a Householder Who Is American Indian and  Alaska Native Alone,Households: with a Householder Who Is Asian Alone,Households: with a Householder Who Is Native Hawaiian and  Other Pacific Islander Alone,Households: with a Householder Who Is Some Other Race Alone,Households: with a Householder Who Is Two or More Races,Households: with a Householder Who Is Hispanic or Latino,"Households: with a Householder Who Is White Alone, Not  Hispanic or Latino",% Households: with a Householder Who Is White Alone,% Households: with a Householder Who Is Black or African  American Alone,% Households: with a Householder Who Is American Indian and  Alaska Native Alone,% Households: with a Householder Who Is Asian Alone,% Households: with a Householder Who Is Native Hawaiian and  Other Pacific Islander Alone,% Households: with a Householder Who Is Some Other Race Alone,% Households: with a Householder Who Is Two or More Races,% Households: with a Householder Who Is Hispanic or Latino,"% Households: with a Householder Who Is White Alone, Not  Hispanic or Latino",Renter-Occupied Housing Units,Renter-Occupied Housing Units: White Alone Householder,Renter-Occupied Housing Units: Black or African American Alone Householder,Renter-Occupied Housing Units: American Indian and Alaska Native Alone Householder,Renter-Occupied Housing Units: Asian Alone Householder,Renter-Occupied Housing Units: Native Hawaiian and Other Pacific Islander Alone Householder,Renter-Occupied Housing Units: Some Other Race Alone Householder,Renter-Occupied Housing Units: Two or More Races Householder,"Renter-Occupied Housing Units: White Alone, Not Hispanic or Latino Householder",Renter-Occupied Housing Units: Hispanic or Latino Householder,% Renter-Occupied Housing Units: White Alone Householder,% Renter-Occupied Housing Units: Black or African American Alone Householder,% Renter-Occupied Housing Units: American Indian and Alaska Native Alone Householder,% Renter-Occupied Housing Units: Asian Alone Householder,% Renter-Occupied Housing Units: Native Hawaiian and Other Pacific Islander Alone Householder,% Renter-Occupied Housing Units: Some Other Race Alone Householder,% Renter-Occupied Housing Units: Two or More Races Householder,"% Renter-Occupied Housing Units: White Alone, Not Hispanic or Latino Householder",% Renter-Occupied Housing Units: Hispanic or Latino Householder
ACSSF,pa,140,0,9160,,,,,42,101,,,36100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US42101036100,Census Tract 361,,,"Census Tract 361, Philadelphia County, Pennsylvania",42101036100,1205996,7044,,,,,,,,1968,839,705,134,84.03,15.97,839,1677,1536,905,499,0,66,0,41,25,109,888,58.92,32.49,0,4.3,0,2.67,1.63,7.1,57.81,697,200,468,0,0,0,9,20,183,77,28.69,67.14,0,0,0,1.29,2.87,26.26,11.05
ACSSF,pa,140,0,9161,,,,,42,101,,,36201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US42101036201,Census Tract 362.01,,,"Census Tract 362.01, Philadelphia County, Pennsylvania",42101036201,1031927,15195,,,,,,,,1966,1338,1261,77,94.25,5.75,1338,2075,1985,1785,79,0,26,0,0,95,84,1701,89.92,3.98,0,1.31,0,0,4.79,4.23,85.69,647,462,64,0,26,0,0,95,440,22,71.41,9.89,0,4.02,0,0,14.68,68.01,3.4
ACSSF,pa,140,0,9162,,,,,42,101,,,36202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US42101036202,Census Tract 362.02,,,"Census Tract 362.02, Philadelphia County, Pennsylvania",42101036202,1102852,2329,,,,,,,,1966,1888,1554,334,82.31,17.69,1888,2467,2388,1914,188,0,117,0,145,24,168,1891,80.15,7.87,0,4.9,0,6.07,1.01,7.04,79.19,500,337,55,0,0,0,84,24,337,84,67.4,11,0,0,0,16.8,4.8,67.4,16.8
ACSSF,pa,140,0,9163,,,,,42,101,,,36203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US42101036203,Census Tract 362.03,,,"Census Tract 362.03, Philadelphia County, Pennsylvania",42101036203,1532105,1401,,,,,,,,1965,1617,1461,156,90.35,9.65,1617,1930,1847,1606,65,38,80,0,47,11,147,1533,86.95,3.52,2.06,4.33,0,2.54,0.6,7.96,83,230,101,30,25,27,0,47,0,72,92,43.91,13.04,10.87,11.74,0,20.43,0,31.3,40
ACSSF,pa,140,0,9164,,,,,42,101,,,36301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US42101036301,Census Tract 363.01,,,"Census Tract 363.01, Philadelphia County, Pennsylvania",42101036301,2409454,5442,,,,,,,,1968,1129,776,353,68.73,31.27,1129,1549,1474,1084,36,11,300,0,39,4,141,967,73.54,2.44,0.75,20.35,0,2.65,0.27,9.57,65.6,345,275,0,11,47,0,12,0,191,96,79.71,0,3.19,13.62,0,3.48,0,55.36,27.83
ACSSF,pa,140,0,9165,,,,,42,101,,,36302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US42101036302,Census Tract 363.02,,,"Census Tract 363.02, Philadelphia County, Pennsylvania",42101036302,520968,0,,,,,,,,1964,973,737,236,75.75,24.25,973,1346,1346,1058,196,0,0,0,60,32,220,930,78.6,14.56,0,0,0,4.46,2.38,16.34,69.09,373,233,80,0,0,0,60,0,193,100,62.47,21.45,0,0,0,16.09,0,51.74,26.81
ACSSF,pa,140,0,9166,,,,,42,101,,,36303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US42101036303,Census Tract 363.03,,,"Census Tract 363.03, Philadelphia County, Pennsylvania",42101036303,2556620,4141,,,,,,,,1964,2182,2007,175,91.98,8.02,2182,2505,2312,2130,30,0,25,0,73,54,79,2124,92.13,1.3,0,1.08,0,3.16,2.34,3.42,91.87,130,117,0,0,13,0,0,0,117,0,90,0,0,10,0,0,0,90,0
ACSSF,pa,140,0,9167,,,,,42,101,,,36400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US42101036400,Census Tract 364,,,"Census Tract 364, Philadelphia County, Pennsylvania",42101036400,4512446,8107,,,,,,,,2014,273,246,27,90.11,9.89,273,318,294,270,20,0,4,0,0,0,20,250,91.84,6.8,0,1.36,0,0,0,6.8,85.03,21,4,17,0,0,0,0,0,4,0,19.05,80.95,0,0,0,0,0,19.05,0
ACSSF,pa,140,0,9168,,,,,42,101,,,36501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US42101036501,Census Tract 365.01,,,"Census Tract 365.01, Philadelphia County, Pennsylvania",42101036501,1816210,7169,,,,,,,,1970,1104,892,212,80.8,19.2,1104,2213,2168,1670,306,0,170,0,22,0,93,1599,77.03,14.11,0,7.84,0,1.01,0,4.29,73.75,1064,768,187,0,109,0,0,0,707,61,72.18,17.58,0,10.24,0,0,0,66.45,5.73
ACSSF,pa,140,0,9169,,,,,42,101,,,36502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US42101036502,Census Tract 365.02,,,"Census Tract 365.02, Philadelphia County, Pennsylvania",42101036502,1733146,0,,,,,,,,1973,1286,1137,149,88.41,11.59,1286,1790,1725,1585,0,0,37,0,34,69,105,1546,91.88,0,0,2.14,0,1.97,4,6.09,89.62,439,439,0,0,0,0,0,0,409,30,100,0,0,0,0,0,0,93.17,6.83
ACSSF,pa,140,0,9170,,,,,42,101,,,36600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US42101036600,Census Tract 366,,,"Census Tract 366, Philadelphia County, Pennsylvania",42101036600,1150250,1548489,,,,,,,,1994,570,409,161,71.75,28.25,570,1434,1205,1002,26,25,115,0,0,37,140,913,83.15,2.16,2.07,9.54,0,0,3.07,11.62,75.77,635,563,0,0,52,0,0,20,504,71,88.66,0,0,8.19,0,0,3.15,79.37,11.18
ACSSF,pa,140,0,9171,,,,,42,101,,,36700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US42101036700,Census Tract 367,,,"Census Tract 367, Philadelphia County, Pennsylvania",42101036700,729908,0,,,,,,,,1997,811,614,197,75.71,24.29,811,1782,1576,1192,102,0,210,0,42,30,68,1166,75.63,6.47,0,13.32,0,2.66,1.9,4.31,73.98,765,578,43,0,72,0,42,30,552,68,75.56,5.62,0,9.41,0,5.49,3.92,72.16,8.89
ACSSF,pa,140,0,9172,,,,,42,101,,,36901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US42101036901,Census Tract 369.01,,,"Census Tract 369.01, Philadelphia County, Pennsylvania",42101036901,973722,113282,,,,,,,,,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
ACSSF,pa,140,0,9173,,,,,42,101,,,36902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US42101036902,Census Tract 369.02,,,"Census Tract 369.02, Philadelphia County, Pennsylvania",42101036902,883507,49251,,,,,,,,2008,0,0,0,,,0,1022,912,470,72,11,309,0,32,18,77,421,51.54,7.89,1.21,33.88,0,3.51,1.97,8.44,46.16,912,470,72,11,309,0,32,18,421,77,51.54,7.89,1.21,33.88,0,3.51,1.97,46.16,8.44
ACSSF,pa,140,0,9174,,,,,42,101,,,37200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US42101037200,Census Tract 372,,,"Census Tract 372, Philadelphia County, Pennsylvania",42101037200,1027185,0,,,,,,,,0,1349,967,382,71.68,28.32,1349,1838,1763,1126,123,0,402,0,12,100,12,1126,63.87,6.98,0,22.8,0,0.68,5.67,0.68,63.87,414,159,67,0,99,0,12,77,159,12,38.41,16.18,0,23.91,0,2.9,18.6,38.41,2.9
ACSSF,pa,140,0,9175,,,,,42,101,,,37300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US42101037300,Census Tract 373,,,"Census Tract 373, Philadelphia County, Pennsylvania",42101037300,2597399,135359,,,,,,,,1970,1605,1468,137,91.46,8.54,1605,2861,2779,2341,337,0,101,0,0,0,263,2151,84.24,12.13,0,3.63,0,0,0,9.46,77.4,1174,835,303,0,36,0,0,0,683,225,71.12,25.81,0,3.07,0,0,0,58.18,19.17
ACSSF,pa,140,0,9176,,,,,42,101,,,37500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US42101037500,Census Tract 375,,,"Census Tract 375, Philadelphia County, Pennsylvania",42101037500,1033282,1496,,,,,,,,1955,811,322,489,39.7,60.3,811,1515,1352,506,631,0,140,0,22,53,49,496,37.43,46.67,0,10.36,0,1.63,3.92,3.62,36.69,541,174,214,0,107,0,0,46,174,0,32.16,39.56,0,19.78,0,0,8.5,32.16,0
ACSSF,pa,140,0,9177,,,,,42,101,,,37600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US42101037600,Census Tract 376,,,"Census Tract 376, Philadelphia County, Pennsylvania",42101037600,694156,0,,,,,,,,1950,477,280,197,58.7,41.3,477,1868,1716,945,339,0,296,0,49,87,176,856,55.07,19.76,0,17.25,0,2.86,5.07,10.26,49.88,1239,637,327,0,186,0,49,40,576,101,51.41,26.39,0,15.01,0,3.95,3.23,46.49,8.15
ACSSF,pa,140,0,9178,,,,,42,101,,,37700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US42101037700,Census Tract 377,,,"Census Tract 377, Philadelphia County, Pennsylvania",42101037700,736880,0,,,,,,,,1988,242,0,242,0,100,242,1758,1467,284,834,0,60,0,160,129,282,195,19.36,56.85,0,4.09,0,10.91,8.79,19.22,13.29,1225,256,641,0,60,0,160,108,195,246,20.9,52.33,0,4.9,0,13.06,8.82,15.92,20.08
ACSSF,pa,140,0,9179,,,,,42,101,,,37800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US42101037800,Census Tract 378,,,"Census Tract 378, Philadelphia County, Pennsylvania",42101037800,3764033,1907950,,,,,,,,0,659,539,120,81.79,18.21,659,1203,1133,989,0,32,28,0,60,24,80,981,87.29,0,2.82,2.47,0,5.3,2.12,7.06,86.58,474,442,0,32,0,0,0,0,442,0,93.25,0,6.75,0,0,0,0,93.25,0
ACSSF,pa,140,0,9180,,,,,42,101,,,37900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US42101037900,Census Tract 379,,,"Census Tract 379, Philadelphia County, Pennsylvania",42101037900,1400253,11282,,,,,,,,1941,1698,1548,150,91.17,8.83,1698,2521,2384,2140,0,10,0,0,0,234,323,2051,89.77,0,0.42,0,0,0,9.82,13.55,86.03,686,579,0,0,0,0,0,107,503,183,84.4,0,0,0,0,0,15.6,73.32,26.68
ACSSF,pa,140,0,9181,,,,,42,101,,,38000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US42101038000,Census Tract 380,,,"Census Tract 380, Philadelphia County, Pennsylvania",42101038000,874362,7008,,,,,,,,0,477,361,116,75.68,24.32,477,889,762,531,99,0,24,0,102,6,129,494,69.69,12.99,0,3.15,0,13.39,0.79,16.93,64.83,285,140,90,0,11,0,44,0,133,46,49.12,31.58,0,3.86,0,15.44,0,46.67,16.14
ACSSF,pa,140,0,9182,,,,,42,101,,,38100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US42101038100,Census Tract 381,,,"Census Tract 381, Philadelphia County, Pennsylvania",42101038100,3322102,1644074,,,,,,,,0,146,102,44,69.86,30.14,146,372,348,167,86,0,0,0,31,64,66,143,47.99,24.71,0,0,0,8.91,18.39,18.97,41.09,202,41,74,0,0,0,31,56,41,40,20.3,36.63,0,0,0,15.35,27.72,20.3,19.8
ACSSF,pa,140,0,9183,,,,,42,101,,,38200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US42101038200,Census Tract 382,,,"Census Tract 382, Philadelphia County, Pennsylvania",42101038200,1828675,13220,,,,,,,,0,852,437,415,51.29,48.71,852,1367,1224,725,123,3,7,0,204,162,436,662,59.23,10.05,0.25,0.57,0,16.67,13.24,35.62,54.08,372,235,54,0,7,0,73,3,225,83,63.17,14.52,0,1.88,0,19.62,0.81,60.48,22.31
ACSSF,pa,140,0,9184,,,,,42,101,,,38301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US42101038301,Census Tract 383.01,,,"Census Tract 383.01, Philadelphia County, Pennsylvania",42101038301,753750,0,,,,,,,,1942,326,30,296,9.2,90.8,326,883,701,191,220,0,0,0,247,43,436,45,27.25,31.38,0,0,0,35.24,6.13,62.2,6.42,375,76,145,0,0,0,114,40,15,215,20.27,38.67,0,0,0,30.4,10.67,4,57.33
ACSSF,pa,140,0,9185,,,,,42,101,,,38400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US42101038400,Census Tract 384,,,"Census Tract 384, Philadelphia County, Pennsylvania",42101038400,2590560,0,,,,,,,,1967,829,704,125,84.92,15.08,829,1048,1030,860,98,0,25,0,0,47,20,854,83.5,9.51,0,2.43,0,0,4.56,1.94,82.91,201,150,45,0,0,0,0,6,150,0,74.63,22.39,0,0,0,0,2.99,74.63,0
ACSSF,pa,140,0,9186,,,,,42,101,,,38500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US42101038500,Census Tract 385,,,"Census Tract 385, Philadelphia County, Pennsylvania",42101038500,1344519,2576,,,,,,,,0,544,501,43,92.1,7.9,544,994,897,824,32,0,20,0,0,21,2,822,91.86,3.57,0,2.23,0,0,2.34,0.22,91.64,353,323,20,0,6,0,0,4,321,2,91.5,5.67,0,1.7,0,0,1.13,90.93,0.57
ACSSF,pa,140,0,9187,,,,,42,101,,,38600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US42101038600,Census Tract 386,,,"Census Tract 386, Philadelphia County, Pennsylvania",42101038600,3310650,32074,,,,,,,,1949,451,373,78,82.71,17.29,451,604,589,504,67,0,12,0,0,6,11,499,85.57,11.38,0,2.04,0,0,1.02,1.87,84.72,138,126,11,0,1,0,0,0,126,0,91.3,7.97,0,0.72,0,0,0,91.3,0
ACSSF,pa,140,0,9188,,,,,42,101,,,38700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US42101038700,Census Tract 387,,,"Census Tract 387, Philadelphia County, Pennsylvania",42101038700,2051448,22042,,,,,,,,0,604,587,17,97.19,2.81,604,892,829,727,21,0,81,0,0,0,0,727,87.7,2.53,0,9.77,0,0,0,0,87.7,225,140,21,0,64,0,0,0,140,0,62.22,9.33,0,28.44,0,0,0,62.22,0
ACSSF,pa,140,0,9189,,,,,42,101,,,38800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US42101038800,Census Tract 388,,,"Census Tract 388, Philadelphia County, Pennsylvania",42101038800,1390293,4751,,,,,,,,0,1012,805,207,79.55,20.45,1012,1924,1643,1122,493,0,8,0,0,20,14,1108,68.29,30.01,0,0.49,0,0,1.22,0.85,67.44,631,317,314,0,0,0,0,0,303,14,50.24,49.76,0,0,0,0,0,48.02,2.22
ACSSF,pa,140,0,9190,,,,,42,101,,,38900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US42101038900,Census Tract 389,,,"Census Tract 389, Philadelphia County, Pennsylvania",42101038900,1280554,0,,,,,,,,1952,750,69,681,9.2,90.8,750,1328,1305,106,1165,1,0,0,9,24,0,106,8.12,89.27,0.08,0,0,0.69,1.84,0,8.12,555,37,484,1,0,0,9,24,37,0,6.67,87.21,0.18,0,0,1.62,4.32,6.67,0
ACSSF,pa,140,0,9191,,,,,42,101,,,39001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US42101039001,Census Tract 390.01,,,"Census Tract 390.01, Philadelphia County, Pennsylvania",42101039001,943337,0,,,,,,,,1949,576,163,413,28.3,71.7,576,1315,1251,261,630,0,26,0,170,164,495,180,20.86,50.36,0,2.08,0,13.59,13.11,39.57,14.39,675,81,403,0,0,0,38,153,17,255,12,59.7,0,0,0,5.63,22.67,2.52,37.78
ACSSF,pa,140,0,9192,,,,,42,101,,,39002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US42101039002,Census Tract 390.02,,,"Census Tract 390.02, Philadelphia County, Pennsylvania",42101039002,1087570,0,,,,,,,,1950,1485,251,1234,16.9,83.1,1485,1772,1622,667,392,4,57,57,111,334,962,251,41.12,24.17,0.25,3.51,3.51,6.84,20.59,59.31,15.47,137,23,42,0,30,0,42,0,0,65,16.79,30.66,0,21.9,0,30.66,0,0,47.45
ACSSF,pa,140,0,9193,,,,,42,101,,,39100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US42101039100,Census Tract 391,,,"Census Tract 391, Philadelphia County, Pennsylvania",42101039100,1119799,133239,,,,,,,,1952,181,0,181,0,100,181,1195,1161,17,1107,0,12,0,0,25,28,0,1.46,95.35,0,1.03,0,0,2.15,2.41,0,980,17,963,0,0,0,0,0,0,28,1.73,98.27,0,0,0,0,0,0,2.86
ACSSF,pa,140,0,9194,,,,,42,101,,,980001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US42101980001,Census Tract 9800.01,,,"Census Tract 9800.01, Philadelphia County, Pennsylvania",42101980001,2526129,693368,,,,,,,,,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
ACSSF,pa,140,0,9195,,,,,42,101,,,980002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US42101980002,Census Tract 9800.02,,,"Census Tract 9800.02, Philadelphia County, Pennsylvania",42101980002,5919457,564570,,,,,,,,,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
ACSSF,pa,140,0,9196,,,,,42,101,,,980003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US42101980003,Census Tract 9800.03,,,"Census Tract 9800.03, Philadelphia County, Pennsylvania",42101980003,454315,62922,,,,,,,,,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
ACSSF,pa,140,0,9197,,,,,42,101,,,980100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US42101980100,Census Tract 9801,,,"Census Tract 9801, Philadelphia County, Pennsylvania",42101980100,5340607,241115,,,,,,,,0,58,54,4,93.1,6.9,58,65,65,61,0,0,0,0,0,4,0,61,93.85,0,0,0,0,0,6.15,0,93.85,7,7,0,0,0,0,0,0,7,0,100,0,0,0,0,0,0,100,0
ACSSF,pa,140,0,9198,,,,,42,101,,,980200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US42101980200,Census Tract 9802,,,"Census Tract 9802, Philadelphia County, Pennsylvania",42101980200,4916641,250846,,,,,,,,,17,4,13,23.53,76.47,17,17,17,17,0,0,0,0,0,0,13,4,100,0,0,0,0,0,0,76.47,23.53,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
ACSSF,pa,140,0,9199,,,,,42,101,,,980300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US42101980300,Census Tract 9803,,,"Census Tract 9803, Philadelphia County, Pennsylvania",42101980300,7596033,22736,,,,,,,,,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
ACSSF,pa,140,0,9200,,,,,42,101,,,980400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US42101980400,Census Tract 9804,,,"Census Tract 9804, Philadelphia County, Pennsylvania",42101980400,2954730,11766,,,,,,,,,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
ACSSF,pa,140,0,9201,,,,,42,101,,,980500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US42101980500,Census Tract 9805,,,"Census Tract 9805, Philadelphia County, Pennsylvania",42101980500,416088,0,,,,,,,,,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
ACSSF,pa,140,0,9202,,,,,42,101,,,980600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US42101980600,Census Tract 9806,,,"Census Tract 9806, Philadelphia County, Pennsylvania",42101980600,1286762,0,,,,,,,,,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
ACSSF,pa,140,0,9203,,,,,42,101,,,980701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US42101980701,Census Tract 9807.01,,,"Census Tract 9807.01, Philadelphia County, Pennsylvania",42101980701,3552223,561283,,,,,,,,,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
ACSSF,pa,140,0,9204,,,,,42,101,,,980702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US42101980702,Census Tract 9807.02,,,"Census Tract 9807.02, Philadelphia County, Pennsylvania",42101980702,2245124,1018705,,,,,,,,,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
ACSSF,pa,140,0,9205,,,,,42,101,,,980800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US42101980800,Census Tract 9808,,,"Census Tract 9808, Philadelphia County, Pennsylvania",42101980800,2103934,43822,,,,,,,,,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
ACSSF,pa,140,0,9206,,,,,42,101,,,980901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US42101980901,Census Tract 9809.01,,,"Census Tract 9809.01, Philadelphia County, Pennsylvania",42101980901,11195484,2536678,,,,,,,,,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
ACSSF,pa,140,0,9207,,,,,42,101,,,980902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US42101980902,Census Tract 9809.02,,,"Census Tract 9809.02, Philadelphia County, Pennsylvania",42101980902,132548,50536,,,,,,,,,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
ACSSF,pa,140,0,9208,,,,,42,101,,,980903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US42101980903,Census Tract 9809.03,,,"Census Tract 9809.03, Philadelphia County, Pennsylvania",42101980903,171154,0,,,,,,,,,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
ACSSF,pa,140,0,9209,,,,,42,101,,,980904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US42101980904,Census Tract 9809.04,,,"Census Tract 9809.04, Philadelphia County, Pennsylvania",42101980904,1570844,158459,,,,,,,,,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
ACSSF,pa,140,0,9210,,,,,42,101,,,980905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US42101980905,Census Tract 9809.05,,,"Census Tract 9809.05, Philadelphia County, Pennsylvania",42101980905,884500,195611,,,,,,,,,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
ACSSF,pa,140,0,9211,,,,,42,101,,,980906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US42101980906,Census Tract 9809.06,,,"Census Tract 9809.06, Philadelphia County, Pennsylvania",42101980906,2945390,383112,,,,,,,,,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
ACSSF,pa,140,0,9212,,,,,42,101,,,989100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US42101989100,Census Tract 9891,,,"Census Tract 9891, Philadelphia County, Pennsylvania",42101989100,2785522,1532456,,,,,,,,,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
ACSSF,pa,140,0,9213,,,,,42,101,,,989200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000US42101989200,Census Tract 9892,,,"Census Tract 9892, Philadelphia County, Pennsylvania",42101989200,4591616,3334810,,,,,,,,,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
