"File identification","State Postal Abbreviation","Summary Level","Geographic Component","Logical Record Number","US","Census Region","Census Division","State (Census Code)","State (FIPS Code)","County of current residence","County Subdivision (FIPS)","Place (FIPS Code)","Census Tract","Block Group","Consolidated City","American Indian Area/AlaskaNative Area/ Hawaiian Home Land(Census)","American Indian Area/AlaskaNative Area/ Hawaiian Home Land(FIPS)","American Indian Trust Land/Hawaiian Home Land Indicator","American Indian TribalSubdivision (Census)","American Indian TribalSubdivision (FIPS)","Alaska Native RegionalCorporation (FIPS)","Metropolitan and MicropolitanStatistical Area","Combined Statistical Area","Metropolitan Statistical Area-Metropolitan Division","Metropolitan Area Central City","Metropolitan/MicropolitanIndicator Flag","New England City and Town Area","New England City and TownCombined Statistical Area","New England City and Town AreaDivision","Urban Area","Current Congressional District ***","State Legislative District Upper","State Legislative District Lower","5-digit ZIP Code Tabulation Area","Subminor Civil Division (FIPS)","State-School District (Elementary)","State-School District (Secondary)","State-School District (Unified)","Urban/Rural","Principal City Indicator","Public Use Microdata Area – 5%File","Geographic Identifier","Area Name","Tribal Tract","Tribal Block Group","Qualifying Name","FIPS","Area (Land)","Area (Water)","Place (State FIPS + Place FIPS)","Urban Area Central Place","Voting District","ZIP Code Tabulation Area (3-digit)","Traffic Analysis Zone","Urban Growth Area","Public Use Microdata Area - 1% File","Median Year Structure Built"
Geo_FILEID,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_LOGRECNO,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATECE,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITSCE,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_PUMA5,Geo_GEOID,Geo_NAME,Geo_BTTR,Geo_BTBG,Geo_QName,Geo_FIPS,Geo_AREALAND,Geo_AREAWATR,Geo_PLACESE,Geo_UACP,Geo_VTD,Geo_ZCTA3,Geo_TAZ,Geo_UGA,Geo_PUMA1,SE_A10057_001
"ACSSF","pa","140","00","0008898",,,,,"42","101",,,"008701",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101008701","Census Tract 87.01",,,"Census Tract 87.01, Philadelphia County, Pennsylvania","42101008701","259543","0",,,,,,,,0
"ACSSF","pa","140","00","0008899",,,,,"42","101",,,"008702",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101008702","Census Tract 87.02",,,"Census Tract 87.02, Philadelphia County, Pennsylvania","42101008702","283544","0",,,,,,,,0
"ACSSF","pa","140","00","0008900",,,,,"42","101",,,"008801",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101008801","Census Tract 88.01",,,"Census Tract 88.01, Philadelphia County, Pennsylvania","42101008801","184674","0",,,,,,,,2014
"ACSSF","pa","140","00","0008901",,,,,"42","101",,,"008802",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101008802","Census Tract 88.02",,,"Census Tract 88.02, Philadelphia County, Pennsylvania","42101008802","395055","0",,,,,,,,1952
"ACSSF","pa","140","00","0008902",,,,,"42","101",,,"009000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101009000","Census Tract 90",,,"Census Tract 90, Philadelphia County, Pennsylvania","42101009000","525631","0",,,,,,,,1951
"ACSSF","pa","140","00","0008903",,,,,"42","101",,,"009100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101009100","Census Tract 91",,,"Census Tract 91, Philadelphia County, Pennsylvania","42101009100","425574","0",,,,,,,,1953
"ACSSF","pa","140","00","0008904",,,,,"42","101",,,"009200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101009200","Census Tract 92",,,"Census Tract 92, Philadelphia County, Pennsylvania","42101009200","512010","0",,,,,,,,1957
"ACSSF","pa","140","00","0008905",,,,,"42","101",,,"009300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101009300","Census Tract 93",,,"Census Tract 93, Philadelphia County, Pennsylvania","42101009300","401596","0",,,,,,,,0
"ACSSF","pa","140","00","0008906",,,,,"42","101",,,"009400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101009400","Census Tract 94",,,"Census Tract 94, Philadelphia County, Pennsylvania","42101009400","366714","0",,,,,,,,1945
"ACSSF","pa","140","00","0008907",,,,,"42","101",,,"009500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101009500","Census Tract 95",,,"Census Tract 95, Philadelphia County, Pennsylvania","42101009500","319094","0",,,,,,,,1942
"ACSSF","pa","140","00","0008908",,,,,"42","101",,,"009600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101009600","Census Tract 96",,,"Census Tract 96, Philadelphia County, Pennsylvania","42101009600","405273","0",,,,,,,,0
"ACSSF","pa","140","00","0008909",,,,,"42","101",,,"009801",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101009801","Census Tract 98.01",,,"Census Tract 98.01, Philadelphia County, Pennsylvania","42101009801","297978","0",,,,,,,,1953
"ACSSF","pa","140","00","0008910",,,,,"42","101",,,"009802",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101009802","Census Tract 98.02",,,"Census Tract 98.02, Philadelphia County, Pennsylvania","42101009802","613208","0",,,,,,,,1953
"ACSSF","pa","140","00","0008911",,,,,"42","101",,,"010000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101010000","Census Tract 100",,,"Census Tract 100, Philadelphia County, Pennsylvania","42101010000","497692","0",,,,,,,,1940
"ACSSF","pa","140","00","0008912",,,,,"42","101",,,"010100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101010100","Census Tract 101",,,"Census Tract 101, Philadelphia County, Pennsylvania","42101010100","601423","0",,,,,,,,0
"ACSSF","pa","140","00","0008913",,,,,"42","101",,,"010200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101010200","Census Tract 102",,,"Census Tract 102, Philadelphia County, Pennsylvania","42101010200","360619","0",,,,,,,,0
"ACSSF","pa","140","00","0008914",,,,,"42","101",,,"010300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101010300","Census Tract 103",,,"Census Tract 103, Philadelphia County, Pennsylvania","42101010300","281275","0",,,,,,,,1943
"ACSSF","pa","140","00","0008915",,,,,"42","101",,,"010400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101010400","Census Tract 104",,,"Census Tract 104, Philadelphia County, Pennsylvania","42101010400","473022","0",,,,,,,,1951
"ACSSF","pa","140","00","0008916",,,,,"42","101",,,"010500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101010500","Census Tract 105",,,"Census Tract 105, Philadelphia County, Pennsylvania","42101010500","657748","0",,,,,,,,1968
"ACSSF","pa","140","00","0008917",,,,,"42","101",,,"010600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101010600","Census Tract 106",,,"Census Tract 106, Philadelphia County, Pennsylvania","42101010600","265467","0",,,,,,,,1957
"ACSSF","pa","140","00","0008918",,,,,"42","101",,,"010700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101010700","Census Tract 107",,,"Census Tract 107, Philadelphia County, Pennsylvania","42101010700","461045","0",,,,,,,,0
"ACSSF","pa","140","00","0008919",,,,,"42","101",,,"010800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101010800","Census Tract 108",,,"Census Tract 108, Philadelphia County, Pennsylvania","42101010800","585732","0",,,,,,,,0
"ACSSF","pa","140","00","0008920",,,,,"42","101",,,"010900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101010900","Census Tract 109",,,"Census Tract 109, Philadelphia County, Pennsylvania","42101010900","286242","0",,,,,,,,1965
"ACSSF","pa","140","00","0008921",,,,,"42","101",,,"011000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101011000","Census Tract 110",,,"Census Tract 110, Philadelphia County, Pennsylvania","42101011000","508471","0",,,,,,,,0
"ACSSF","pa","140","00","0008922",,,,,"42","101",,,"011100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101011100","Census Tract 111",,,"Census Tract 111, Philadelphia County, Pennsylvania","42101011100","1301617","0",,,,,,,,0
"ACSSF","pa","140","00","0008923",,,,,"42","101",,,"011200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101011200","Census Tract 112",,,"Census Tract 112, Philadelphia County, Pennsylvania","42101011200","503153","0",,,,,,,,0
"ACSSF","pa","140","00","0008924",,,,,"42","101",,,"011300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101011300","Census Tract 113",,,"Census Tract 113, Philadelphia County, Pennsylvania","42101011300","335526","0",,,,,,,,0
"ACSSF","pa","140","00","0008925",,,,,"42","101",,,"011400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101011400","Census Tract 114",,,"Census Tract 114, Philadelphia County, Pennsylvania","42101011400","972947","0",,,,,,,,0
"ACSSF","pa","140","00","0008926",,,,,"42","101",,,"011500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101011500","Census Tract 115",,,"Census Tract 115, Philadelphia County, Pennsylvania","42101011500","370456","0",,,,,,,,0
"ACSSF","pa","140","00","0008927",,,,,"42","101",,,"011700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101011700","Census Tract 117",,,"Census Tract 117, Philadelphia County, Pennsylvania","42101011700","654025","0",,,,,,,,0
"ACSSF","pa","140","00","0008928",,,,,"42","101",,,"011800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101011800","Census Tract 118",,,"Census Tract 118, Philadelphia County, Pennsylvania","42101011800","914502","0",,,,,,,,0
"ACSSF","pa","140","00","0008929",,,,,"42","101",,,"011900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101011900","Census Tract 119",,,"Census Tract 119, Philadelphia County, Pennsylvania","42101011900","690906","0",,,,,,,,1948
"ACSSF","pa","140","00","0008930",,,,,"42","101",,,"012000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101012000","Census Tract 120",,,"Census Tract 120, Philadelphia County, Pennsylvania","42101012000","600670","0",,,,,,,,0
"ACSSF","pa","140","00","0008931",,,,,"42","101",,,"012100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101012100","Census Tract 121",,,"Census Tract 121, Philadelphia County, Pennsylvania","42101012100","876796","5378",,,,,,,,1960
"ACSSF","pa","140","00","0008932",,,,,"42","101",,,"012201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101012201","Census Tract 122.01",,,"Census Tract 122.01, Philadelphia County, Pennsylvania","42101012201","376738","2325",,,,,,,,1973
"ACSSF","pa","140","00","0008933",,,,,"42","101",,,"012203",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101012203","Census Tract 122.03",,,"Census Tract 122.03, Philadelphia County, Pennsylvania","42101012203","227696","0",,,,,,,,1970
"ACSSF","pa","140","00","0008934",,,,,"42","101",,,"012204",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101012204","Census Tract 122.04",,,"Census Tract 122.04, Philadelphia County, Pennsylvania","42101012204","879459","56473",,,,,,,,1962
"ACSSF","pa","140","00","0008935",,,,,"42","101",,,"012501",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101012501","Census Tract 125.01",,,"Census Tract 125.01, Philadelphia County, Pennsylvania","42101012501","295431","0",,,,,,,,1989
"ACSSF","pa","140","00","0008936",,,,,"42","101",,,"012502",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101012502","Census Tract 125.02",,,"Census Tract 125.02, Philadelphia County, Pennsylvania","42101012502","569430","32791",,,,,,,,1974
"ACSSF","pa","140","00","0008937",,,,,"42","101",,,"013100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101013100","Census Tract 131",,,"Census Tract 131, Philadelphia County, Pennsylvania","42101013100","322156","0",,,,,,,,1956
"ACSSF","pa","140","00","0008938",,,,,"42","101",,,"013200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101013200","Census Tract 132",,,"Census Tract 132, Philadelphia County, Pennsylvania","42101013200","426669","0",,,,,,,,1990
"ACSSF","pa","140","00","0008939",,,,,"42","101",,,"013300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101013300","Census Tract 133",,,"Census Tract 133, Philadelphia County, Pennsylvania","42101013300","357932","0",,,,,,,,1952
"ACSSF","pa","140","00","0008940",,,,,"42","101",,,"013401",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101013401","Census Tract 134.01",,,"Census Tract 134.01, Philadelphia County, Pennsylvania","42101013401","164058","0",,,,,,,,1963
"ACSSF","pa","140","00","0008941",,,,,"42","101",,,"013402",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101013402","Census Tract 134.02",,,"Census Tract 134.02, Philadelphia County, Pennsylvania","42101013402","238612","0",,,,,,,,0
"ACSSF","pa","140","00","0008942",,,,,"42","101",,,"013500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101013500","Census Tract 135",,,"Census Tract 135, Philadelphia County, Pennsylvania","42101013500","404892","0",,,,,,,,0
"ACSSF","pa","140","00","0008943",,,,,"42","101",,,"013601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101013601","Census Tract 136.01",,,"Census Tract 136.01, Philadelphia County, Pennsylvania","42101013601","175316","0",,,,,,,,0
"ACSSF","pa","140","00","0008944",,,,,"42","101",,,"013602",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101013602","Census Tract 136.02",,,"Census Tract 136.02, Philadelphia County, Pennsylvania","42101013602","246812","0",,,,,,,,0
"ACSSF","pa","140","00","0008945",,,,,"42","101",,,"013701",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101013701","Census Tract 137.01",,,"Census Tract 137.01, Philadelphia County, Pennsylvania","42101013701","264473","0",,,,,,,,1960
"ACSSF","pa","140","00","0008946",,,,,"42","101",,,"013702",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101013702","Census Tract 137.02",,,"Census Tract 137.02, Philadelphia County, Pennsylvania","42101013702","325261","0",,,,,,,,0
"ACSSF","pa","140","00","0008947",,,,,"42","101",,,"013800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101013800","Census Tract 138",,,"Census Tract 138, Philadelphia County, Pennsylvania","42101013800","341257","0",,,,,,,,0
"ACSSF","pa","140","00","0008948",,,,,"42","101",,,"013900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101013900","Census Tract 139",,,"Census Tract 139, Philadelphia County, Pennsylvania","42101013900","562937","0",,,,,,,,1983
"ACSSF","pa","140","00","0008949",,,,,"42","101",,,"014000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101014000","Census Tract 140",,,"Census Tract 140, Philadelphia County, Pennsylvania","42101014000","439804","0",,,,,,,,1982
"ACSSF","pa","140","00","0008950",,,,,"42","101",,,"014100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101014100","Census Tract 141",,,"Census Tract 141, Philadelphia County, Pennsylvania","42101014100","562140","0",,,,,,,,1978
"ACSSF","pa","140","00","0008951",,,,,"42","101",,,"014201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101014201","Census Tract 142.01",,,"Census Tract 142.01, Philadelphia County, Pennsylvania","42101014201","290725","0",,,,,,,,1946
"ACSSF","pa","140","00","0008952",,,,,"42","101",,,"014202",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101014202","Census Tract 142.02",,,"Census Tract 142.02, Philadelphia County, Pennsylvania","42101014202","514671","305265",,,,,,,,1996
"ACSSF","pa","140","00","0008953",,,,,"42","101",,,"014300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101014300","Census Tract 143",,,"Census Tract 143, Philadelphia County, Pennsylvania","42101014300","570961","282807",,,,,,,,0
"ACSSF","pa","140","00","0008954",,,,,"42","101",,,"014400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101014400","Census Tract 144",,,"Census Tract 144, Philadelphia County, Pennsylvania","42101014400","609443","0",,,,,,,,1973
"ACSSF","pa","140","00","0008955",,,,,"42","101",,,"014500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101014500","Census Tract 145",,,"Census Tract 145, Philadelphia County, Pennsylvania","42101014500","321465","0",,,,,,,,1983
"ACSSF","pa","140","00","0008956",,,,,"42","101",,,"014600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101014600","Census Tract 146",,,"Census Tract 146, Philadelphia County, Pennsylvania","42101014600","445048","0",,,,,,,,1968
"ACSSF","pa","140","00","0008957",,,,,"42","101",,,"014700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101014700","Census Tract 147",,,"Census Tract 147, Philadelphia County, Pennsylvania","42101014700","337677","0",,,,,,,,1965
"ACSSF","pa","140","00","0008958",,,,,"42","101",,,"014800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101014800","Census Tract 148",,,"Census Tract 148, Philadelphia County, Pennsylvania","42101014800","191125","0",,,,,,,,1979
"ACSSF","pa","140","00","0008959",,,,,"42","101",,,"014900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101014900","Census Tract 149",,,"Census Tract 149, Philadelphia County, Pennsylvania","42101014900","453220","0",,,,,,,,0
"ACSSF","pa","140","00","0008960",,,,,"42","101",,,"015101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101015101","Census Tract 151.01",,,"Census Tract 151.01, Philadelphia County, Pennsylvania","42101015101","193072","0",,,,,,,,1942
"ACSSF","pa","140","00","0008961",,,,,"42","101",,,"015102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101015102","Census Tract 151.02",,,"Census Tract 151.02, Philadelphia County, Pennsylvania","42101015102","556564","0",,,,,,,,0
"ACSSF","pa","140","00","0008962",,,,,"42","101",,,"015200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101015200","Census Tract 152",,,"Census Tract 152, Philadelphia County, Pennsylvania","42101015200","669100","0",,,,,,,,1947
"ACSSF","pa","140","00","0008963",,,,,"42","101",,,"015300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101015300","Census Tract 153",,,"Census Tract 153, Philadelphia County, Pennsylvania","42101015300","469148","0",,,,,,,,1945
"ACSSF","pa","140","00","0008964",,,,,"42","101",,,"015600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101015600","Census Tract 156",,,"Census Tract 156, Philadelphia County, Pennsylvania","42101015600","429566","0",,,,,,,,0
"ACSSF","pa","140","00","0008965",,,,,"42","101",,,"015700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101015700","Census Tract 157",,,"Census Tract 157, Philadelphia County, Pennsylvania","42101015700","485072","0",,,,,,,,0
"ACSSF","pa","140","00","0008966",,,,,"42","101",,,"015800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101015800","Census Tract 158",,,"Census Tract 158, Philadelphia County, Pennsylvania","42101015800","580215","0",,,,,,,,0
"ACSSF","pa","140","00","0008967",,,,,"42","101",,,"016001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101016001","Census Tract 160.01",,,"Census Tract 160.01, Philadelphia County, Pennsylvania","42101016001","330018","0",,,,,,,,0
"ACSSF","pa","140","00","0008968",,,,,"42","101",,,"016002",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101016002","Census Tract 160.02",,,"Census Tract 160.02, Philadelphia County, Pennsylvania","42101016002","391013","0",,,,,,,,0
"ACSSF","pa","140","00","0008969",,,,,"42","101",,,"016100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101016100","Census Tract 161",,,"Census Tract 161, Philadelphia County, Pennsylvania","42101016100","707749","0",,,,,,,,0
"ACSSF","pa","140","00","0008970",,,,,"42","101",,,"016200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101016200","Census Tract 162",,,"Census Tract 162, Philadelphia County, Pennsylvania","42101016200","364983","0",,,,,,,,0
"ACSSF","pa","140","00","0008971",,,,,"42","101",,,"016300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101016300","Census Tract 163",,,"Census Tract 163, Philadelphia County, Pennsylvania","42101016300","572226","0",,,,,,,,0
"ACSSF","pa","140","00","0008972",,,,,"42","101",,,"016400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101016400","Census Tract 164",,,"Census Tract 164, Philadelphia County, Pennsylvania","42101016400","485081","0",,,,,,,,0
"ACSSF","pa","140","00","0008973",,,,,"42","101",,,"016500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101016500","Census Tract 165",,,"Census Tract 165, Philadelphia County, Pennsylvania","42101016500","394661","0",,,,,,,,0
"ACSSF","pa","140","00","0008974",,,,,"42","101",,,"016600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101016600","Census Tract 166",,,"Census Tract 166, Philadelphia County, Pennsylvania","42101016600","261132","0",,,,,,,,0
"ACSSF","pa","140","00","0008975",,,,,"42","101",,,"016701",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101016701","Census Tract 167.01",,,"Census Tract 167.01, Philadelphia County, Pennsylvania","42101016701","254216","0",,,,,,,,0
"ACSSF","pa","140","00","0008976",,,,,"42","101",,,"016702",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101016702","Census Tract 167.02",,,"Census Tract 167.02, Philadelphia County, Pennsylvania","42101016702","355103","0",,,,,,,,0
"ACSSF","pa","140","00","0008977",,,,,"42","101",,,"016800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101016800","Census Tract 168",,,"Census Tract 168, Philadelphia County, Pennsylvania","42101016800","581132","0",,,,,,,,0
"ACSSF","pa","140","00","0008978",,,,,"42","101",,,"016901",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101016901","Census Tract 169.01",,,"Census Tract 169.01, Philadelphia County, Pennsylvania","42101016901","512906","0",,,,,,,,0
"ACSSF","pa","140","00","0008979",,,,,"42","101",,,"016902",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101016902","Census Tract 169.02",,,"Census Tract 169.02, Philadelphia County, Pennsylvania","42101016902","563694","0",,,,,,,,0
"ACSSF","pa","140","00","0008980",,,,,"42","101",,,"017000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101017000","Census Tract 170",,,"Census Tract 170, Philadelphia County, Pennsylvania","42101017000","1571911","53598",,,,,,,,1974
"ACSSF","pa","140","00","0008981",,,,,"42","101",,,"017100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101017100","Census Tract 171",,,"Census Tract 171, Philadelphia County, Pennsylvania","42101017100","1140891","0",,,,,,,,0
"ACSSF","pa","140","00","0008982",,,,,"42","101",,,"017201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101017201","Census Tract 172.01",,,"Census Tract 172.01, Philadelphia County, Pennsylvania","42101017201","262958","0",,,,,,,,0
"ACSSF","pa","140","00","0008983",,,,,"42","101",,,"017202",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101017202","Census Tract 172.02",,,"Census Tract 172.02, Philadelphia County, Pennsylvania","42101017202","290610","0",,,,,,,,0
"ACSSF","pa","140","00","0008984",,,,,"42","101",,,"017300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101017300","Census Tract 173",,,"Census Tract 173, Philadelphia County, Pennsylvania","42101017300","874587","0",,,,,,,,1946
"ACSSF","pa","140","00","0008985",,,,,"42","101",,,"017400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101017400","Census Tract 174",,,"Census Tract 174, Philadelphia County, Pennsylvania","42101017400","353985","0",,,,,,,,0
"ACSSF","pa","140","00","0008986",,,,,"42","101",,,"017500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101017500","Census Tract 175",,,"Census Tract 175, Philadelphia County, Pennsylvania","42101017500","719916","6252",,,,,,,,0
"ACSSF","pa","140","00","0008987",,,,,"42","101",,,"017601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101017601","Census Tract 176.01",,,"Census Tract 176.01, Philadelphia County, Pennsylvania","42101017601","579128","0",,,,,,,,0
"ACSSF","pa","140","00","0008988",,,,,"42","101",,,"017602",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101017602","Census Tract 176.02",,,"Census Tract 176.02, Philadelphia County, Pennsylvania","42101017602","400461","0",,,,,,,,0
"ACSSF","pa","140","00","0008989",,,,,"42","101",,,"017701",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101017701","Census Tract 177.01",,,"Census Tract 177.01, Philadelphia County, Pennsylvania","42101017701","241053","0",,,,,,,,0
"ACSSF","pa","140","00","0008990",,,,,"42","101",,,"017702",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101017702","Census Tract 177.02",,,"Census Tract 177.02, Philadelphia County, Pennsylvania","42101017702","489257","0",,,,,,,,0
"ACSSF","pa","140","00","0008991",,,,,"42","101",,,"017800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101017800","Census Tract 178",,,"Census Tract 178, Philadelphia County, Pennsylvania","42101017800","662615","0",,,,,,,,0
"ACSSF","pa","140","00","0008992",,,,,"42","101",,,"017900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101017900","Census Tract 179",,,"Census Tract 179, Philadelphia County, Pennsylvania","42101017900","714138","0",,,,,,,,0
"ACSSF","pa","140","00","0008993",,,,,"42","101",,,"018001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101018001","Census Tract 180.01",,,"Census Tract 180.01, Philadelphia County, Pennsylvania","42101018001","387384","0",,,,,,,,0
"ACSSF","pa","140","00","0008994",,,,,"42","101",,,"018002",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101018002","Census Tract 180.02",,,"Census Tract 180.02, Philadelphia County, Pennsylvania","42101018002","439791","0",,,,,,,,0
"ACSSF","pa","140","00","0008995",,,,,"42","101",,,"018300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101018300","Census Tract 183",,,"Census Tract 183, Philadelphia County, Pennsylvania","42101018300","1799320","124644",,,,,,,,0
"ACSSF","pa","140","00","0008996",,,,,"42","101",,,"018400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101018400","Census Tract 184",,,"Census Tract 184, Philadelphia County, Pennsylvania","42101018400","1320285","998924",,,,,,,,0
"ACSSF","pa","140","00","0008997",,,,,"42","101",,,"018801",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101018801","Census Tract 188.01",,,"Census Tract 188.01, Philadelphia County, Pennsylvania","42101018801","411225","0",,,,,,,,0
"ACSSF","pa","140","00","0008998",,,,,"42","101",,,"018802",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101018802","Census Tract 188.02",,,"Census Tract 188.02, Philadelphia County, Pennsylvania","42101018802","252066","0",,,,,,,,0
