Geo_FIPS,Geo_QName,Geo_FILEID,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_LOGRECNO,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATECE,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITSCE,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_UACP,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_VTD,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_TAZ,Geo_UGA,Geo_PUMA5,Geo_PUMA1,Geo_GEOID,Geo_NAME,Geo_BTTR,Geo_BTBG,Geo_PLACESE,SE_A03001_001,SE_A03001_002,SE_A03001_003,SE_A03001_004,SE_A03001_005,SE_A03001_006,SE_A03001_007,SE_A03001_008,PCT_SE_A03001_002,PCT_SE_A03001_003,PCT_SE_A03001_004,PCT_SE_A03001_005,PCT_SE_A03001_006,PCT_SE_A03001_007,PCT_SE_A03001_008
"42101031700","Census Tract 317, Philadelphia County, Pennsylvania","ACSSF","pa","140","00","0009114",,,,,"42","101",,,"031700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101031700","Census Tract 317",,,,5860,2007,937,0,611,0,1865,440,34.25,15.99,0,10.43,0,31.83,7.51
"42101031800","Census Tract 318, Philadelphia County, Pennsylvania","ACSSF","pa","140","00","0009115",,,,,"42","101",,,"031800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101031800","Census Tract 318",,,,4299,1249,1846,0,176,0,367,661,29.05,42.94,0,4.09,0,8.54,15.38
"42101031900","Census Tract 319, Philadelphia County, Pennsylvania","ACSSF","pa","140","00","0009116",,,,,"42","101",,,"031900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101031900","Census Tract 319",,,,5509,1950,2193,161,173,0,707,325,35.4,39.81,2.92,3.14,0,12.83,5.9
"42101032000","Census Tract 320, Philadelphia County, Pennsylvania","ACSSF","pa","140","00","0009117",,,,,"42","101",,,"032000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101032000","Census Tract 320",,,,8523,4556,1456,0,132,0,2046,333,53.46,17.08,0,1.55,0,24.01,3.91
"42101032100","Census Tract 321, Philadelphia County, Pennsylvania","ACSSF","pa","140","00","0009118",,,,,"42","101",,,"032100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101032100","Census Tract 321",,,,3710,1685,893,0,35,0,539,558,45.42,24.07,0,0.94,0,14.53,15.04
"42101032300","Census Tract 323, Philadelphia County, Pennsylvania","ACSSF","pa","140","00","0009119",,,,,"42","101",,,"032300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101032300","Census Tract 323",,,,3652,1579,1300,0,0,0,285,488,43.24,35.6,0,0,0,7.8,13.36
"42101032500","Census Tract 325, Philadelphia County, Pennsylvania","ACSSF","pa","140","00","0009120",,,,,"42","101",,,"032500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101032500","Census Tract 325",,,,6100,2954,1228,0,739,0,668,511,48.43,20.13,0,12.11,0,10.95,8.38
"42101032600","Census Tract 326, Philadelphia County, Pennsylvania","ACSSF","pa","140","00","0009121",,,,,"42","101",,,"032600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101032600","Census Tract 326",,,,7991,4541,989,0,1189,0,891,381,56.83,12.38,0,14.88,0,11.15,4.77
"42101032900","Census Tract 329, Philadelphia County, Pennsylvania","ACSSF","pa","140","00","0009122",,,,,"42","101",,,"032900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101032900","Census Tract 329",,,,3702,2109,722,0,320,0,345,206,56.97,19.5,0,8.64,0,9.32,5.56
"42101033000","Census Tract 330, Philadelphia County, Pennsylvania","ACSSF","pa","140","00","0009123",,,,,"42","101",,,"033000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101033000","Census Tract 330",,,,10074,4933,1747,26,682,0,1340,1346,48.97,17.34,0.26,6.77,0,13.3,13.36
"42101033101","Census Tract 331.01, Philadelphia County, Pennsylvania","ACSSF","pa","140","00","0009124",,,,,"42","101",,,"033101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101033101","Census Tract 331.01",,,,5458,3373,1044,0,284,0,420,337,61.8,19.13,0,5.2,0,7.7,6.17
"42101033102","Census Tract 331.02, Philadelphia County, Pennsylvania","ACSSF","pa","140","00","0009125",,,,,"42","101",,,"033102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101033102","Census Tract 331.02",,,,3910,2823,355,0,41,0,0,691,72.2,9.08,0,1.05,0,0,17.67
"42101033200","Census Tract 332, Philadelphia County, Pennsylvania","ACSSF","pa","140","00","0009126",,,,,"42","101",,,"033200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101033200","Census Tract 332",,,,3088,1640,148,0,1006,0,292,2,53.11,4.79,0,32.58,0,9.46,0.06
"42101033300","Census Tract 333, Philadelphia County, Pennsylvania","ACSSF","pa","140","00","0009127",,,,,"42","101",,,"033300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101033300","Census Tract 333",,,,3790,2615,416,0,427,0,54,278,69,10.98,0,11.27,0,1.42,7.34
"42101033400","Census Tract 334, Philadelphia County, Pennsylvania","ACSSF","pa","140","00","0009128",,,,,"42","101",,,"033400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101033400","Census Tract 334",,,,5676,2680,1222,0,1397,0,191,186,47.22,21.53,0,24.61,0,3.37,3.28
"42101033500","Census Tract 335, Philadelphia County, Pennsylvania","ACSSF","pa","140","00","0009129",,,,,"42","101",,,"033500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101033500","Census Tract 335",,,,4041,1538,906,0,784,0,437,376,38.06,22.42,0,19.4,0,10.81,9.3
"42101033600","Census Tract 336, Philadelphia County, Pennsylvania","ACSSF","pa","140","00","0009130",,,,,"42","101",,,"033600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101033600","Census Tract 336",,,,6425,4266,505,0,1357,0,234,63,66.4,7.86,0,21.12,0,3.64,0.98
"42101033701","Census Tract 337.01, Philadelphia County, Pennsylvania","ACSSF","pa","140","00","0009131",,,,,"42","101",,,"033701",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101033701","Census Tract 337.01",,,,7215,3709,1813,0,898,0,439,356,51.41,25.13,0,12.45,0,6.08,4.93
"42101033702","Census Tract 337.02, Philadelphia County, Pennsylvania","ACSSF","pa","140","00","0009132",,,,,"42","101",,,"033702",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101033702","Census Tract 337.02",,,,4536,2369,620,36,1250,0,261,0,52.23,13.67,0.79,27.56,0,5.75,0
"42101033800","Census Tract 338, Philadelphia County, Pennsylvania","ACSSF","pa","140","00","0009133",,,,,"42","101",,,"033800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101033800","Census Tract 338",,,,6903,4868,958,26,186,0,659,206,70.52,13.88,0.38,2.69,0,9.55,2.98
"42101033900","Census Tract 339, Philadelphia County, Pennsylvania","ACSSF","pa","140","00","0009134",,,,,"42","101",,,"033900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101033900","Census Tract 339",,,,2962,1522,1000,0,222,0,62,156,51.38,33.76,0,7.49,0,2.09,5.27
"42101034000","Census Tract 340, Philadelphia County, Pennsylvania","ACSSF","pa","140","00","0009135",,,,,"42","101",,,"034000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101034000","Census Tract 340",,,,2970,2543,125,35,185,0,68,14,85.62,4.21,1.18,6.23,0,2.29,0.47
"42101034100","Census Tract 341, Philadelphia County, Pennsylvania","ACSSF","pa","140","00","0009136",,,,,"42","101",,,"034100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101034100","Census Tract 341",,,,5606,4033,336,0,589,0,492,156,71.94,5.99,0,10.51,0,8.78,2.78
"42101034200","Census Tract 342, Philadelphia County, Pennsylvania","ACSSF","pa","140","00","0009137",,,,,"42","101",,,"034200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101034200","Census Tract 342",,,,3706,2592,737,0,205,0,24,148,69.94,19.89,0,5.53,0,0.65,3.99
"42101034400","Census Tract 344, Philadelphia County, Pennsylvania","ACSSF","pa","140","00","0009138",,,,,"42","101",,,"034400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101034400","Census Tract 344",,,,7965,5682,725,0,1149,0,101,308,71.34,9.1,0,14.43,0,1.27,3.87
"42101034501","Census Tract 345.01, Philadelphia County, Pennsylvania","ACSSF","pa","140","00","0009139",,,,,"42","101",,,"034501",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101034501","Census Tract 345.01",,,,5056,2812,1067,0,696,0,212,269,55.62,21.1,0,13.77,0,4.19,5.32
"42101034502","Census Tract 345.02, Philadelphia County, Pennsylvania","ACSSF","pa","140","00","0009140",,,,,"42","101",,,"034502",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101034502","Census Tract 345.02",,,,5644,2703,1445,0,1196,0,0,300,47.89,25.6,0,21.19,0,0,5.32
"42101034600","Census Tract 346, Philadelphia County, Pennsylvania","ACSSF","pa","140","00","0009141",,,,,"42","101",,,"034600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101034600","Census Tract 346",,,,2573,1233,826,5,133,0,266,110,47.92,32.1,0.19,5.17,0,10.34,4.28
"42101034701","Census Tract 347.01, Philadelphia County, Pennsylvania","ACSSF","pa","140","00","0009142",,,,,"42","101",,,"034701",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101034701","Census Tract 347.01",,,,7156,4328,1336,0,1206,0,108,178,60.48,18.67,0,16.85,0,1.51,2.49
"42101034702","Census Tract 347.02, Philadelphia County, Pennsylvania","ACSSF","pa","140","00","0009143",,,,,"42","101",,,"034702",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101034702","Census Tract 347.02",,,,3551,2765,299,0,225,0,220,42,77.87,8.42,0,6.34,0,6.2,1.18
"42101034801","Census Tract 348.01, Philadelphia County, Pennsylvania","ACSSF","pa","140","00","0009144",,,,,"42","101",,,"034801",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101034801","Census Tract 348.01",,,,4811,4203,283,0,210,0,59,56,87.36,5.88,0,4.36,0,1.23,1.16
"42101034802","Census Tract 348.02, Philadelphia County, Pennsylvania","ACSSF","pa","140","00","0009145",,,,,"42","101",,,"034802",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101034802","Census Tract 348.02",,,,5675,3684,1308,21,0,59,439,164,64.92,23.05,0.37,0,1.04,7.74,2.89
"42101034803","Census Tract 348.03, Philadelphia County, Pennsylvania","ACSSF","pa","140","00","0009146",,,,,"42","101",,,"034803",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101034803","Census Tract 348.03",,,,3859,3208,76,12,78,0,323,162,83.13,1.97,0.31,2.02,0,8.37,4.2
"42101034900","Census Tract 349, Philadelphia County, Pennsylvania","ACSSF","pa","140","00","0009147",,,,,"42","101",,,"034900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101034900","Census Tract 349",,,,5629,2997,1584,0,279,0,344,425,53.24,28.14,0,4.96,0,6.11,7.55
"42101035100","Census Tract 351, Philadelphia County, Pennsylvania","ACSSF","pa","140","00","0009148",,,,,"42","101",,,"035100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101035100","Census Tract 351",,,,3856,3227,299,0,185,0,4,141,83.69,7.75,0,4.8,0,0.1,3.66
"42101035200","Census Tract 352, Philadelphia County, Pennsylvania","ACSSF","pa","140","00","0009149",,,,,"42","101",,,"035200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101035200","Census Tract 352",,,,4934,4348,211,0,261,0,59,55,88.12,4.28,0,5.29,0,1.2,1.11
"42101035301","Census Tract 353.01, Philadelphia County, Pennsylvania","ACSSF","pa","140","00","0009150",,,,,"42","101",,,"035301",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101035301","Census Tract 353.01",,,,5419,4517,108,19,106,0,101,568,83.35,1.99,0.35,1.96,0,1.86,10.48
"42101035302","Census Tract 353.02, Philadelphia County, Pennsylvania","ACSSF","pa","140","00","0009151",,,,,"42","101",,,"035302",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101035302","Census Tract 353.02",,,,4600,3382,354,42,226,0,69,527,73.52,7.7,0.91,4.91,0,1.5,11.46
"42101035500","Census Tract 355, Philadelphia County, Pennsylvania","ACSSF","pa","140","00","0009152",,,,,"42","101",,,"035500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101035500","Census Tract 355",,,,7724,5790,364,0,1181,0,22,367,74.96,4.71,0,15.29,0,0.28,4.75
"42101035601","Census Tract 356.01, Philadelphia County, Pennsylvania","ACSSF","pa","140","00","0009153",,,,,"42","101",,,"035601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101035601","Census Tract 356.01",,,,5458,3732,251,0,839,0,591,45,68.38,4.6,0,15.37,0,10.83,0.82
"42101035602","Census Tract 356.02, Philadelphia County, Pennsylvania","ACSSF","pa","140","00","0009154",,,,,"42","101",,,"035602",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101035602","Census Tract 356.02",,,,3686,2389,237,0,932,5,71,52,64.81,6.43,0,25.28,0.14,1.93,1.41
"42101035701","Census Tract 357.01, Philadelphia County, Pennsylvania","ACSSF","pa","140","00","0009155",,,,,"42","101",,,"035701",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101035701","Census Tract 357.01",,,,4641,2682,211,0,1341,16,134,257,57.79,4.55,0,28.89,0.34,2.89,5.54
"42101035702","Census Tract 357.02, Philadelphia County, Pennsylvania","ACSSF","pa","140","00","0009156",,,,,"42","101",,,"035702",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101035702","Census Tract 357.02",,,,4255,3682,18,0,370,0,0,185,86.53,0.42,0,8.7,0,0,4.35
"42101035800","Census Tract 358, Philadelphia County, Pennsylvania","ACSSF","pa","140","00","0009157",,,,,"42","101",,,"035800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101035800","Census Tract 358",,,,6464,4357,195,35,1357,0,279,241,67.4,3.02,0.54,20.99,0,4.32,3.73
"42101035900","Census Tract 359, Philadelphia County, Pennsylvania","ACSSF","pa","140","00","0009158",,,,,"42","101",,,"035900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101035900","Census Tract 359",,,,5159,3609,43,0,1201,0,220,86,69.96,0.83,0,23.28,0,4.26,1.67
"42101036000","Census Tract 360, Philadelphia County, Pennsylvania","ACSSF","pa","140","00","0009159",,,,,"42","101",,,"036000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101036000","Census Tract 360",,,,3474,1918,554,0,822,0,34,146,55.21,15.95,0,23.66,0,0.98,4.2
"42101036100","Census Tract 361, Philadelphia County, Pennsylvania","ACSSF","pa","140","00","0009160",,,,,"42","101",,,"036100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101036100","Census Tract 361",,,,4065,2556,1230,0,138,0,79,62,62.88,30.26,0,3.39,0,1.94,1.53
"42101036201","Census Tract 362.01, Philadelphia County, Pennsylvania","ACSSF","pa","140","00","0009161",,,,,"42","101",,,"036201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101036201","Census Tract 362.01",,,,5306,4640,137,0,46,0,36,447,87.45,2.58,0,0.87,0,0.68,8.42
"42101036202","Census Tract 362.02, Philadelphia County, Pennsylvania","ACSSF","pa","140","00","0009162",,,,,"42","101",,,"036202",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101036202","Census Tract 362.02",,,,6099,4957,335,0,497,0,286,24,81.28,5.49,0,8.15,0,4.69,0.39
"42101036203","Census Tract 362.03, Philadelphia County, Pennsylvania","ACSSF","pa","140","00","0009163",,,,,"42","101",,,"036203",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101036203","Census Tract 362.03",,,,4842,4249,126,103,260,0,87,17,87.75,2.6,2.13,5.37,0,1.8,0.35
"42101036301","Census Tract 363.01, Philadelphia County, Pennsylvania","ACSSF","pa","140","00","0009164",,,,,"42","101",,,"036301",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101036301","Census Tract 363.01",,,,4149,2950,56,11,920,0,127,85,71.1,1.35,0.27,22.17,0,3.06,2.05
"42101036302","Census Tract 363.02, Philadelphia County, Pennsylvania","ACSSF","pa","140","00","0009165",,,,,"42","101",,,"036302",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101036302","Census Tract 363.02",,,,3750,2848,572,0,0,0,179,151,75.95,15.25,0,0,0,4.77,4.03
"42101036303","Census Tract 363.03, Philadelphia County, Pennsylvania","ACSSF","pa","140","00","0009166",,,,,"42","101",,,"036303",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101036303","Census Tract 363.03",,,,6881,6495,178,0,51,0,74,83,94.39,2.59,0,0.74,0,1.08,1.21
"42101036400","Census Tract 364, Philadelphia County, Pennsylvania","ACSSF","pa","140","00","0009167",,,,,"42","101",,,"036400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101036400","Census Tract 364",,,,1032,841,137,0,8,0,21,25,81.49,13.28,0,0.78,0,2.03,2.42
"42101036501","Census Tract 365.01, Philadelphia County, Pennsylvania","ACSSF","pa","140","00","0009168",,,,,"42","101",,,"036501",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101036501","Census Tract 365.01",,,,4833,3605,656,6,483,0,35,48,74.59,13.57,0.12,9.99,0,0.72,0.99
"42101036502","Census Tract 365.02, Philadelphia County, Pennsylvania","ACSSF","pa","140","00","0009169",,,,,"42","101",,,"036502",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101036502","Census Tract 365.02",,,,4237,3773,5,0,116,0,94,249,89.05,0.12,0,2.74,0,2.22,5.88
"42101036600","Census Tract 366, Philadelphia County, Pennsylvania","ACSSF","pa","140","00","0009170",,,,,"42","101",,,"036600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101036600","Census Tract 366",,,,2337,1723,153,25,350,0,0,86,73.73,6.55,1.07,14.98,0,0,3.68
"42101036700","Census Tract 367, Philadelphia County, Pennsylvania","ACSSF","pa","140","00","0009171",,,,,"42","101",,,"036700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101036700","Census Tract 367",,,,3405,2614,244,0,337,0,74,136,76.77,7.17,0,9.9,0,2.17,3.99
"42101036901","Census Tract 369.01, Philadelphia County, Pennsylvania","ACSSF","pa","140","00","0009172",,,,,"42","101",,,"036901",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101036901","Census Tract 369.01",,,,0,0,0,0,0,0,0,0,,,,,,,
"42101036902","Census Tract 369.02, Philadelphia County, Pennsylvania","ACSSF","pa","140","00","0009173",,,,,"42","101",,,"036902",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101036902","Census Tract 369.02",,,,5912,3448,878,11,1247,0,120,208,58.32,14.85,0.19,21.09,0,2.03,3.52
"42101037200","Census Tract 372, Philadelphia County, Pennsylvania","ACSSF","pa","140","00","0009174",,,,,"42","101",,,"037200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101037200","Census Tract 372",,,,3986,2045,260,0,1212,0,70,399,51.3,6.52,0,30.41,0,1.76,10.01
"42101037300","Census Tract 373, Philadelphia County, Pennsylvania","ACSSF","pa","140","00","0009175",,,,,"42","101",,,"037300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101037300","Census Tract 373",,,,5918,5051,622,0,245,0,0,0,85.35,10.51,0,4.14,0,0,0
"42101037500","Census Tract 375, Philadelphia County, Pennsylvania","ACSSF","pa","140","00","0009176",,,,,"42","101",,,"037500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101037500","Census Tract 375",,,,3449,1326,1579,0,320,0,32,192,38.45,45.78,0,9.28,0,0.93,5.57
"42101037600","Census Tract 376, Philadelphia County, Pennsylvania","ACSSF","pa","140","00","0009177",,,,,"42","101",,,"037600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101037600","Census Tract 376",,,,3505,1685,735,0,763,0,120,202,48.07,20.97,0,21.77,0,3.42,5.76
"42101037700","Census Tract 377, Philadelphia County, Pennsylvania","ACSSF","pa","140","00","0009178",,,,,"42","101",,,"037700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101037700","Census Tract 377",,,,5065,2005,1980,0,235,0,517,328,39.59,39.09,0,4.64,0,10.21,6.48
"42101037800","Census Tract 378, Philadelphia County, Pennsylvania","ACSSF","pa","140","00","0009179",,,,,"42","101",,,"037800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101037800","Census Tract 378",,,,2253,2008,0,32,55,0,83,75,89.13,0,1.42,2.44,0,3.68,3.33
"42101037900","Census Tract 379, Philadelphia County, Pennsylvania","ACSSF","pa","140","00","0009180",,,,,"42","101",,,"037900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101037900","Census Tract 379",,,,4763,4437,8,10,0,0,74,234,93.16,0.17,0.21,0,0,1.55,4.91
"42101038000","Census Tract 380, Philadelphia County, Pennsylvania","ACSSF","pa","140","00","0009181",,,,,"42","101",,,"038000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101038000","Census Tract 380",,,,2412,1696,198,0,57,0,378,83,70.32,8.21,0,2.36,0,15.67,3.44
"42101038100","Census Tract 381, Philadelphia County, Pennsylvania","ACSSF","pa","140","00","0009182",,,,,"42","101",,,"038100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101038100","Census Tract 381",,,,887,477,170,0,3,0,73,164,53.78,19.17,0,0.34,0,8.23,18.49
"42101038200","Census Tract 382, Philadelphia County, Pennsylvania","ACSSF","pa","140","00","0009183",,,,,"42","101",,,"038200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101038200","Census Tract 382",,,,3167,1942,490,3,25,0,482,225,61.32,15.47,0.09,0.79,0,15.22,7.1
"42101038301","Census Tract 383.01, Philadelphia County, Pennsylvania","ACSSF","pa","140","00","0009184",,,,,"42","101",,,"038301",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101038301","Census Tract 383.01",,,,2395,532,960,0,0,0,665,238,22.21,40.08,0,0,0,27.77,9.94
"42101038400","Census Tract 384, Philadelphia County, Pennsylvania","ACSSF","pa","140","00","0009185",,,,,"42","101",,,"038400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101038400","Census Tract 384",,,,2407,1980,205,0,98,0,1,123,82.26,8.52,0,4.07,0,0.04,5.11
"42101038500","Census Tract 385, Philadelphia County, Pennsylvania","ACSSF","pa","140","00","0009186",,,,,"42","101",,,"038500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101038500","Census Tract 385",,,,1819,1608,47,0,47,0,2,115,88.4,2.58,0,2.58,0,0.11,6.32
"42101038600","Census Tract 386, Philadelphia County, Pennsylvania","ACSSF","pa","140","00","0009187",,,,,"42","101",,,"038600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101038600","Census Tract 386",,,,1437,1107,201,0,54,0,5,70,77.04,13.99,0,3.76,0,0.35,4.87
"42101038700","Census Tract 387, Philadelphia County, Pennsylvania","ACSSF","pa","140","00","0009188",,,,,"42","101",,,"038700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101038700","Census Tract 387",,,,2593,2012,332,0,161,0,5,83,77.59,12.8,0,6.21,0,0.19,3.2
"42101038800","Census Tract 388, Philadelphia County, Pennsylvania","ACSSF","pa","140","00","0009189",,,,,"42","101",,,"038800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101038800","Census Tract 388",,,,3783,2336,938,0,65,0,0,444,61.75,24.8,0,1.72,0,0,11.74
"42101038900","Census Tract 389, Philadelphia County, Pennsylvania","ACSSF","pa","140","00","0009190",,,,,"42","101",,,"038900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101038900","Census Tract 389",,,,3618,253,3020,130,0,0,57,158,6.99,83.47,3.59,0,0,1.58,4.37
"42101039001","Census Tract 390.01, Philadelphia County, Pennsylvania","ACSSF","pa","140","00","0009191",,,,,"42","101",,,"039001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101039001","Census Tract 390.01",,,,4057,786,1900,0,42,0,879,450,19.37,46.83,0,1.04,0,21.67,11.09
"42101039002","Census Tract 390.02, Philadelphia County, Pennsylvania","ACSSF","pa","140","00","0009192",,,,,"42","101",,,"039002",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101039002","Census Tract 390.02",,,,4303,1765,1097,22,118,57,314,930,41.02,25.49,0.51,2.74,1.32,7.3,21.61
"42101039100","Census Tract 391, Philadelphia County, Pennsylvania","ACSSF","pa","140","00","0009193",,,,,"42","101",,,"039100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101039100","Census Tract 391",,,,3536,17,3437,0,23,0,0,59,0.48,97.2,0,0.65,0,0,1.67
"42101980001","Census Tract 9800.01, Philadelphia County, Pennsylvania","ACSSF","pa","140","00","0009194",,,,,"42","101",,,"980001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101980001","Census Tract 9800.01",,,,0,0,0,0,0,0,0,0,,,,,,,
"42101980002","Census Tract 9800.02, Philadelphia County, Pennsylvania","ACSSF","pa","140","00","0009195",,,,,"42","101",,,"980002",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101980002","Census Tract 9800.02",,,,23,0,11,0,0,0,12,0,0,47.83,0,0,0,52.17,0
"42101980003","Census Tract 9800.03, Philadelphia County, Pennsylvania","ACSSF","pa","140","00","0009196",,,,,"42","101",,,"980003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101980003","Census Tract 9800.03",,,,0,0,0,0,0,0,0,0,,,,,,,
